"CODE","PT","RELATIONSHIP_TO_TARGET","TARGET_CODE","TARGET_TERM","TARGET_TERM_TYPE","TARGET_TERMINOLOGY","TARGET_TERMINOLOGY_VERSION"
"C4289","Teratoma with Somatic-Type Malignancy","Related To","9084/3","Teratoma with malignant transformation","PT","ICDO3","3.2"
"C4289","Teratoma with Somatic-Type Malignancy","Related To","9084/3","Teratoma with malignant transformation","PT","ICDO3","3.1"
"C54300","Clear Cell Odontogenic Carcinoma","Related To","9341/3","Clear cell odontogenic carcinoma","PT","ICDO3","3.2"
"C54300","Clear Cell Odontogenic Carcinoma","Related To","9341/1","Clear cell odontogenic tumor","PT","ICDO3","3.1"
"C4216","Sympathetic Paraganglioma","Related To","8681/3","Sympathetic paraganglioma","PT","ICDO3","3.2"
"C4216","Sympathetic Paraganglioma","Related To","8681/1","Sympathetic paraganglioma","PT","ICDO3","3.1"
"C4956","Desmoplastic/Nodular Medulloblastoma","Related To","9471/3","Desmoplastic nodular medulloblastoma","PT","ICDO3","3.2"
"C4956","Desmoplastic/Nodular Medulloblastoma","Related To","9471/3","Desmoplastic nodular medulloblastoma","PT","ICDO3","3.1"
"C3745","Clear Cell Sarcoma of Soft Tissue","Related To","9044/3","Clear cell sarcoma, NOS","PT","ICDO3","3.2"
"C3745","Clear Cell Sarcoma of Soft Tissue","Related To","9044/3","Clear cell sarcoma, NOS","PT","ICDO3","3.1"
"C38458","Traditional Serrated Adenoma","Related To","8213/0","Serrated adenoma, NOS","PT","ICDO3","3.2"
"C38458","Traditional Serrated Adenoma","Related To","8213/0","Serrated adenoma","PT","ICDO3","3.1"
"C6939","Breast Ductal Carcinoma In Situ and Invasive Lobular Carcinoma","Related To","8524/3","Infiltrating lobular mixed with other types of carcinoma","PT","ICDO3","3.2"
"C6939","Breast Ductal Carcinoma In Situ and Invasive Lobular Carcinoma","Related To","8524/3","Infiltrating lobular mixed with other types of carcinoma","PT","ICDO3","3.1"
"C4172","Syringocystadenoma Papilliferum","Related To","8406/0","Papillary syringadenoma","PT","ICDO3","3.1"
"C4172","Syringocystadenoma Papilliferum","Related To","8406/0","Syringocystadenoma papilliferum","PT","ICDO3","3.2"
"C9348","Mast Cell Sarcoma","Related To","9740/3","Mast cell sarcoma","PT","ICDO3","3.1"
"C9348","Mast Cell Sarcoma","Related To","9740/3","Mast cell sarcoma","PT","ICDO3","3.2"
"C4663","Splenic Marginal Zone Lymphoma","Related To","9689/3","Splenic marginal zone B-cell lymphoma","PT","ICDO3","3.2"
"C4663","Splenic Marginal Zone Lymphoma","Related To","9689/3","Splenic marginal zone B-cell lymphoma","PT","ICDO3","3.1"
"C3403","Teratoma","Related To","9080/1","Teratoma, NOS","PT","ICDO3","3.1"
"C3403","Teratoma","Related To","9080/1","Teratoma, NOS","PT","ICDO3","3.2"
"C60781","Astrocytoma","Related To","9400/3","Astrocytoma, NOS","PT","ICDO3","3.1"
"C60781","Astrocytoma","Related To","9400/3","Astrocytoma, NOS","PT","ICDO3","3.2"
"C2942","Bile Duct Adenoma","Related To","8160/0","Bile duct adenoma","PT","ICDO3","3.2"
"C2942","Bile Duct Adenoma","Related To","8160/0","Bile duct adenoma","PT","ICDO3","3.1"
"C3752","Embryonal Carcinoma","Related To","9070/3","Embryonal carcinoma, NOS","PT","ICDO3","3.1"
"C3752","Embryonal Carcinoma","Related To","9070/3","Embryonal carcinoma, NOS","PT","ICDO3","3.2"
"C6432","Multiple Endocrine Neoplasia","Related To","8360/1","Multiple endocrine adenomas","PT","ICDO3","3.1"
"C6432","Multiple Endocrine Neoplasia","Related To","8360/1","Multiple endocrine adenomas","PT","ICDO3","3.2"
"C5139","Breast Micropapillary Ductal Carcinoma In Situ","Related To","8507/2","Intraductal micropapillary carcinoma","PT","ICDO3","3.2"
"C5139","Breast Micropapillary Ductal Carcinoma In Situ","Related To","8507/2","Intraductal micropapillary carcinoma","PT","ICDO3","3.1"
"C3329","Pituitary Neuroendocrine Tumor","Related To","8272/0","Pituitary adenoma, NOS","PT","ICDO3","3.2"
"C3329","Pituitary Neuroendocrine Tumor","Related To","8272/0","Pituitary adenoma, NOS","PT","ICDO3","3.1"
"C4536","Metastatic Pituitary Neuroendocrine Tumor","Related To","8272/3","Pituitary carcinoma, NOS","PT","ICDO3","3.2"
"C4536","Metastatic Pituitary Neuroendocrine Tumor","Related To","8272/3","Pituitary carcinoma, NOS","PT","ICDO3","3.1"
"C8106","Ovarian Dysgerminoma","Related To","9060/3","Dysgerminoma","PT","ICDO3","3.2"
"C8106","Ovarian Dysgerminoma","Related To","9060/3","Dysgerminoma","PT","ICDO3","3.1"
"C46106","Intrathyroid Thymic Carcinoma","Related To","8589/3","Intrathyroid thymic carcinoma","PT","ICDO3","3.2"
"C46106","Intrathyroid Thymic Carcinoma","Related To","8589/3","Carcinoma showing thymus-like element","PT","ICDO3","3.1"
"C4072","Mesonephric Adenocarcinoma","Related To","9110/3","Mesonephroma, malignant","PT","ICDO3","3.2"
"C4072","Mesonephric Adenocarcinoma","Related To","9110/3","Mesonephroma, malignant","PT","ICDO3","3.1"
"C3776","Mucinous Cystadenocarcinoma","Related To","8470/3","Mucinous cystadenocarcinoma, NOS","PT","ICDO3","3.2"
"C3776","Mucinous Cystadenocarcinoma","Related To","8470/3","Mucinous cystadenocarcinoma, NOS","PT","ICDO3","3.1"
"C66850","Invasive Encapsulated Follicular Variant Thyroid Gland Papillary Carcinoma","Related To","8504/3","Encapsulated papillary carcinoma with invasion","PT","ICDO3","3.2"
"C66850","Invasive Encapsulated Follicular Variant Thyroid Gland Papillary Carcinoma","Related To","8509/3","Solid papillary carcinoma with invasion","PT","ICDO3","3.2"
"C3747","Angioleiomyoma","Related To","8894/0","Angiomyoma","PT","ICDO3","3.1"
"C3747","Angioleiomyoma","Related To","8894/0","Angioleiomyoma","PT","ICDO3","3.2"
"C8380","Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells","Related To","9251/3","Malignant giant cell tumor of soft parts","PT","ICDO3","3.1"
"C8380","Undifferentiated Pleomorphic Sarcoma with Osteoclast-Like Giant Cells","Related To","9251/3","Malignant giant cell tumor of soft parts","PT","ICDO3","3.2"
"C3328","Pineal Region Neoplasm","Related To","9360/1","Pinealoma","PT","ICDO3","3.1"
"C3328","Pineal Region Neoplasm","Related To","9360/1","Pinealoma","PT","ICDO3","3.2"
"C173740","Ameloblastic Fibroodontosarcoma","Related To","9290/3","Ameloblastic odontosarcoma","PT","ICDO3","3.2"
"C173740","Ameloblastic Fibroodontosarcoma","Related To","9290/3","Ameloblastic odontosarcoma","PT","ICDO3","3.1"
"C46105","Thyroid Gland Spindle Epithelial Tumor with Thymus-Like Elements","Related To","8588/3","Spindle epithelial tumor with thymus-like element","PT","ICDO3","3.2"
"C46105","Thyroid Gland Spindle Epithelial Tumor with Thymus-Like Elements","Related To","8588/3","Spindle epithelial tumor with thymus-like element","PT","ICDO3","3.1"
"C4126","Intestinal-Type Adenocarcinoma","Related To","8144/3","Adenocarcinoma, intestinal type","PT","ICDO3","3.1"
"C4126","Intestinal-Type Adenocarcinoma","Related To","8144/3","Adenocarcinoma, intestinal type","PT","ICDO3","3.2"
"C4150","Basophilic Adenocarcinoma","Related To","8300/3","Basophil carcinoma","PT","ICDO3","3.2"
"C4150","Basophilic Adenocarcinoma","Related To","8300/3","Basophil carcinoma","PT","ICDO3","3.1"
"C3788","Ganglioglioma","Related To","9505/1","Ganglioglioma, NOS","PT","ICDO3","3.1"
"C3788","Ganglioglioma","Related To","9505/1","Ganglioglioma, NOS","PT","ICDO3","3.2"
"C4329","Meningothelial Meningioma","Related To","9531/0","Meningothelial meningioma","PT","ICDO3","3.1"
"C4329","Meningothelial Meningioma","Related To","9531/0","Meningothelial meningioma","PT","ICDO3","3.2"
"C5726","Pancreatic Intraductal Papillary-Mucinous Neoplasm with an Associated Invasive Carcinoma","Related To","8453/3","Intraductal papillary mucinous neoplasm with an associated invasive carcinoma","PT","ICDO3","3.2"
"C5726","Pancreatic Intraductal Papillary-Mucinous Neoplasm with an Associated Invasive Carcinoma","Related To","8453/3","Intraductal papillary-mucinous carcinoma, invasive","PT","ICDO3","3.1"
"C4197","Acinar Cell Neoplasm","Related To","8550/1","Acinar cell tumor","PT","ICDO3","3.2"
"C4197","Acinar Cell Neoplasm","Related To","8550/1","Acinar cell tumor","PT","ICDO3","3.1"
"C7581","Microcystic Adnexal Carcinoma","Related To","8407/3","Microcystic adnexal carcinoma","PT","ICDO3","3.2"
"C7581","Microcystic Adnexal Carcinoma","Related To","8407/3","Sclerosing sweat duct carcinoma","PT","ICDO3","3.1"
"C7999","Malignant Type A Thymoma","Related To","8581/3","Thymoma, type A, malignant","PT","ICDO3","3.1"
"C7999","Malignant Type A Thymoma","Related To","8581/3","Thymoma, type A","PT","ICDO3","3.2"
"C2930","Transitional Cell Carcinoma","Related To","8120/3","Transitional cell carcinoma, NOS","PT","ICDO3","3.2"
"C2930","Transitional Cell Carcinoma","Related To","8120/3","Transitional cell carcinoma, NOS","PT","ICDO3","3.1"
"C4047","Pilocytic Astrocytoma","Related To","9421/1","Pilocytic astrocytoma","PT","ICDO3","3.2"
"C4047","Pilocytic Astrocytoma","Related To","9421/1","Pilocytic astrocytoma","PT","ICDO3","3.1"
"C40310","Sebaceous Carcinoma","Related To","8410/3","Sebaceous adenocarcinoma","PT","ICDO3","3.1"
"C40310","Sebaceous Carcinoma","Related To","8410/3","Sebaceous carcinoma","PT","ICDO3","3.2"
"C4438","Liver Angiosarcoma","Related To","9124/3","Kupffer cell sarcoma","PT","ICDO3","3.2"
"C4438","Liver Angiosarcoma","Related To","9124/3","Kupffer cell sarcoma","PT","ICDO3","3.1"
"C7569","Thymic Carcinoma","Related To","8586/3","Thymic carcinoma, NOS","PT","ICDO3","3.2"
"C7569","Thymic Carcinoma","Related To","8586/3","Thymic carcinoma, NOS","PT","ICDO3","3.1"
"C8973","Endometrioid Stromal Sarcoma","Related To","8930/3","Endometrial stromal sarcoma, NOS","PT","ICDO3","3.2"
"C8973","Endometrioid Stromal Sarcoma","Related To","8930/3","Endometrial stromal sarcoma, NOS","PT","ICDO3","3.1"
"C176005","Breast Ductal Carcinoma In Situ, Comedo Type","Related To","8501/2","Comedocarcinoma, noninfiltrating","PT","ICDO3","3.2"
"C176005","Breast Ductal Carcinoma In Situ, Comedo Type","Related To","8501/2","Comedocarcinoma, noninfiltrating","PT","ICDO3","3.1"
"C4127","Diffuse Type Adenocarcinoma","Related To","8145/3","Carcinoma, diffuse type","PT","ICDO3","3.2"
"C4127","Diffuse Type Adenocarcinoma","Related To","8145/3","Carcinoma, diffuse type","PT","ICDO3","3.1"
"C3759","Oncocytic Adenoma","Related To","8290/0","Oxyphilic adenoma","PT","ICDO3","3.2"
"C3759","Oncocytic Adenoma","Related To","8290/0","Oxyphilic adenoma","PT","ICDO3","3.1"
"C3783","Serous Cystadenoma","Related To","8441/0","Serous cystadenoma, NOS","PT","ICDO3","3.2"
"C3783","Serous Cystadenoma","Related To","8441/0","Serous cystadenoma, NOS","PT","ICDO3","3.1"
"C43326","Trichilemmal Carcinoma","Related To","8102/3","Trichilemmocarcinoma","PT","ICDO3","3.2"
"C43326","Trichilemmal Carcinoma","Related To","8100/3","Trichoblastic carcinoma","PT","ICDO3","3.2"
"C43326","Trichilemmal Carcinoma","Related To","8102/3","Trichilemmocarcinoma","PT","ICDO3","3.1"
"C2945","Chondroblastoma","Related To","9230/0","Chondroblastoma, NOS","PT","ICDO3","3.1"
"C2945","Chondroblastoma","Related To","9230/1","Chondroblastoma, NOS","PT","ICDO3","3.2"
"C3411","Thymoma","Related To","8580/1","Thymoma, NOS","PT","ICDO3","3.1"
"C3411","Thymoma","Related To","8580/3","Thymoma, NOS","PT","ICDO3","3.2"
"C3202","Ovarian Stromal Luteoma","Related To","8610/0","Luteoma, NOS","PT","ICDO3","3.2"
"C3202","Ovarian Stromal Luteoma","Related To","8610/0","Luteoma, NOS","PT","ICDO3","3.1"
"C3379","Somatostatin-Producing Neuroendocrine Tumor","Related To","8156/3","Somatostatinoma","PT","ICDO3","3.2"
"C3379","Somatostatin-Producing Neuroendocrine Tumor","Related To","8156/1","Somatostatinoma, NOS","PT","ICDO3","3.1"
"C3345","Pseudomyxoma Peritonei","Related To","8480/6","Pseudomyxoma peritonei","PT","ICDO3","3.2"
"C3345","Pseudomyxoma Peritonei","Related To","8480/6","Pseudomyxoma peritonei","PT","ICDO3","3.1"
"C4020","Fibroblastic Osteosarcoma","Related To","9182/3","Fibroblastic osteosarcoma","PT","ICDO3","3.1"
"C4020","Fibroblastic Osteosarcoma","Related To","9182/3","Fibroblastic osteosarcoma","PT","ICDO3","3.2"
"C3110","Hydatidiform Mole","Related To","9100/0","Hydatidiform mole, NOS","PT","ICDO3","3.2"
"C3110","Hydatidiform Mole","Related To","9100/0","Hydatidiform mole, NOS","PT","ICDO3","3.1"
"C9287","Acute Myeloid Leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11","Related To","9871/3","Acute myeloid leukemia with abnormal marrow eosinophils","PT","ICDO3","3.2"
"C9287","Acute Myeloid Leukemia with inv(16)(p13.1q22) or t(16;16)(p13.1;q22); CBFB-MYH11","Related To","9871/3","Acute myeloid leukemia with abnormal marrow eosinophils","PT","ICDO3","3.1"
"C3158","Leiomyosarcoma","Related To","8890/3","Leiomyosarcoma, NOS","PT","ICDO3","3.2"
"C3158","Leiomyosarcoma","Related To","8890/3","Leiomyosarcoma, NOS","PT","ICDO3","3.1"
"C6929","Malignant Ovarian Thecoma","Related To","8600/3","Thecoma, malignant","PT","ICDO3","3.1"
"C6929","Malignant Ovarian Thecoma","Related To","8600/3","Thecoma, malignant","PT","ICDO3","3.2"
"C4195","Breast Ductal Carcinoma In Situ and Lobular Carcinoma In Situ","Related To","8522/2","Intraductal carcinoma and lobular carcinoma in situ","PT","ICDO3","3.2"
"C4195","Breast Ductal Carcinoma In Situ and Lobular Carcinoma In Situ","Related To","8522/2","Intraductal carcinoma and lobular carcinoma in situ","PT","ICDO3","3.1"
"C4456","Malignant Mesothelioma","Related To","9050/3","Mesothelioma, malignant","PT","ICDO3","3.1"
"C4456","Malignant Mesothelioma","Related To","9050/3","Mesothelioma, malignant","PT","ICDO3","3.2"
"C4105","Keratinizing Squamous Cell Carcinoma","Related To","8071/3","Squamous cell carcinoma, keratinizing, NOS","PT","ICDO3","3.1"
"C4105","Keratinizing Squamous Cell Carcinoma","Related To","8071/3","Squamous cell carcinoma, keratinizing, NOS","PT","ICDO3","3.2"
"C80280","Diffuse Large B-Cell Lymphoma, Not Otherwise Specified","Related To","9680/3","Malignant lymphoma, large B-cell, diffuse, NOS","PT","ICDO3","3.1"
"C80280","Diffuse Large B-Cell Lymphoma, Not Otherwise Specified","Related To","9680/3","Diffuse large B-cell lymphoma, NOS","PT","ICDO3","3.2"
"C2882","Arteriovenous Malformation/Hemangioma","Related To","9123/0","Racemose hemangioma","PT","ICDO3","3.1"
"C2882","Arteriovenous Malformation/Hemangioma","Related To","9123/0","Racemose hemangioma","PT","ICDO3","3.2"
"C4683","Dermatofibrosarcoma Protuberans","Related To","8832/3","Dermatofibrosarcoma, NOS","PT","ICDO3","3.1"
"C4683","Dermatofibrosarcoma Protuberans","Related To","8832/1","Dermatofibrosarcoma protuberans, NOS","PT","ICDO3","3.2"
"C3192","Lipoma","Related To","8850/0","Lipoma, NOS","PT","ICDO3","3.1"
"C3192","Lipoma","Related To","8850/0","Lipoma, NOS","PT","ICDO3","3.2"
"C27349","Histiocytic Sarcoma","Related To","9755/3","Histiocytic sarcoma","PT","ICDO3","3.2"
"C27349","Histiocytic Sarcoma","Related To","9755/3","Histiocytic sarcoma","PT","ICDO3","3.1"
"C4213","Malignant Leydig Cell Tumor","Related To","8650/3","Leydig cell tumor, malignant","PT","ICDO3","3.1"
"C4213","Malignant Leydig Cell Tumor","Related To","8650/3","Leydig cell tumor, malignant","PT","ICDO3","3.2"
"C9282","Interdigitating Dendritic Cell Sarcoma","Related To","9757/3","Interdigitating dendritic cell sarcoma","PT","ICDO3","3.1"
"C9282","Interdigitating Dendritic Cell Sarcoma","Related To","9757/3","Interdigitating dendritic cell sarcoma","PT","ICDO3","3.2"
"C8335","Low Grade Squamous Intraepithelial Neoplasia","Related To","8077/0","Squamous intraepithelial neoplasia, low grade","PT","ICDO3","3.2"
"C8335","Low Grade Squamous Intraepithelial Neoplasia","Related To","8077/0","Squamous intraepithelial neoplasia, low grade","PT","ICDO3","3.1"
"C4436","Cholangiocarcinoma","Related To","8160/3","Cholangiocarcinoma","PT","ICDO3","3.2"
"C4436","Cholangiocarcinoma","Related To","8160/3","Cholangiocarcinoma","PT","ICDO3","3.1"
"C7678","Adenocarcinoma In Situ in Adenomatous Polyp","Related To","8210/2","Adenocarcinoma in situ in adenomatous polyp","PT","ICDO3","3.1"
"C7678","Adenocarcinoma In Situ in Adenomatous Polyp","Related To","8210/2","Adenocarcinoma in situ in adenomatous polyp","PT","ICDO3","3.2"
"C4102","Papillary Squamous Cell Carcinoma","Related To","8052/3","Papillary squamous cell carcinoma","PT","ICDO3","3.1"
"C4102","Papillary Squamous Cell Carcinoma","Related To","8052/3","Papillary squamous cell carcinoma","PT","ICDO3","3.2"
"C4051","Anaplastic (Malignant) Meningioma","Related To","9530/3","Meningioma, malignant","PT","ICDO3","3.1"
"C4051","Anaplastic (Malignant) Meningioma","Related To","9530/3","Meningioma, malignant","PT","ICDO3","3.2"
"C3771","Breast Lobular Carcinoma","Related To","8520/3","Lobular carcinoma, NOS","PT","ICDO3","3.1"
"C3771","Breast Lobular Carcinoma","Related To","8520/3","Lobular carcinoma, NOS","PT","ICDO3","3.2"
"C3799","Angiofibroma","Related To","9160/0","Angiofibroma, NOS","PT","ICDO3","3.2"
"C3799","Angiofibroma","Related To","9160/0","Angiofibroma, NOS","PT","ICDO3","3.1"
"C3294","Osteoblastoma","Related To","9200/0","Osteoblastoma, NOS","PT","ICDO3","3.2"
"C3294","Osteoblastoma","Related To","9200/0","Osteoblastoma, NOS","PT","ICDO3","3.1"
"C3714","Epithelioid Sarcoma","Related To","8804/3","Epithelioid sarcoma, NOS","PT","ICDO3","3.2"
"C3714","Epithelioid Sarcoma","Related To","8804/3","Epithelioid sarcoma","PT","ICDO3","3.1"
"C7634","Solitary Fibrous Tumor","Related To","8815/1","Solitary fibrous tumor, NOS","PT","ICDO3","3.2"
"C7634","Solitary Fibrous Tumor","Related To","8815/0","Solitary fibrous tumor","PT","ICDO3","3.1"
"C65173","Non-Keratinizing Large Cell Squamous Cell Carcinoma","Related To","8072/3","Squamous cell carcinoma, large cell, nonkeratinizing, NOS","PT","ICDO3","3.1"
"C65173","Non-Keratinizing Large Cell Squamous Cell Carcinoma","Related To","8072/3","Squamous cell carcinoma, large cell, nonkeratinizing, NOS","PT","ICDO3","3.2"
"C95915","Ampullary Noninvasive Pancreatobiliary Papillary Neoplasm with High Grade Dysplasia","Related To","8163/2","Papillary neoplasm, pancreatobiliary-type, with high grade intraepithelial neoplasia","PT","ICDO3","3.1"
"C95915","Ampullary Noninvasive Pancreatobiliary Papillary Neoplasm with High Grade Dysplasia","Related To","8163/2","Papillary neoplasm, pancreatobiliary type, with high grade intraepithelial neoplasia","PT","ICDO3","3.2"
"C2922","Skin Basosquamous Cell Carcinoma","Related To","8094/3","Basosquamous carcinoma","PT","ICDO3","3.1"
"C2922","Skin Basosquamous Cell Carcinoma","Related To","8094/3","Basosquamous carcinoma","PT","ICDO3","3.2"
"C4036","Myelodysplastic Syndrome with Ring Sideroblasts","Related To","9982/3","Refractory anemia with sideroblasts","PT","ICDO3","3.1"
"C3261","Metastatic Neoplasm","Related To","8000/6","Neoplasm, metastatic","PT","ICDO3","3.1"
"C3261","Metastatic Neoplasm","Related To","8000/6","Neoplasm, metastatic","PT","ICDO3","3.2"
"C6727","Neurofibromatosis","Related To","9540/1","Neurofibromatosis, NOS","PT","ICDO3","3.1"
"C62571","Bowen Disease of the Skin","Related To","8081/2","Bowen disease","PT","ICDO3","3.1"
"C62571","Bowen Disease of the Skin","Related To","8081/2","Bowen disease","PT","ICDO3","3.2"
"C4336","Malignant Granular Cell Tumor","Related To","9580/3","Granular cell tumor, malignant","PT","ICDO3","3.2"
"C4336","Malignant Granular Cell Tumor","Related To","9580/3","Granular cell tumor, malignant","PT","ICDO3","3.1"
"C4244","Infantile Fibrosarcoma","Related To","8814/3","Infantile fibrosarcoma","PT","ICDO3","3.2"
"C4244","Infantile Fibrosarcoma","Related To","8814/3","Infantile fibrosarcoma","PT","ICDO3","3.1"
"C4186","Borderline Papillary Mucinous Cystadenoma","Related To","8473/1","Papillary mucinous cystadenoma, borderline malignancy","PT","ICDO3","3.1"
"C7580","Skin Appendage Adenoma","Related To","8390/0","Skin appendage adenoma","PT","ICDO3","3.1"
"C7580","Skin Appendage Adenoma","Related To","8390/0","Skin appendage adenoma","PT","ICDO3","3.2"
"C7596","Malignant Myoepithelioma","Related To","8982/3","Malignant myoepithelioma","PT","ICDO3","3.1"
"C7596","Malignant Myoepithelioma","Related To","8982/3","Myoepithelial carcinoma","PT","ICDO3","3.2"
"C6535","Malignant Tenosynovial Giant Cell Tumor","Related To","9252/3","Malignant tenosynovial giant cell tumor","PT","ICDO3","3.1"
"C6535","Malignant Tenosynovial Giant Cell Tumor","Related To","9252/3","Malignant tenosynovial giant cell tumor","PT","ICDO3","3.2"
"C8422","Cemento-Ossifying Fibroma","Related To","9274/0","Cemento-ossifying fibroma","PT","ICDO3","3.2"
"C8422","Cemento-Ossifying Fibroma","Related To","9274/0","Cementifying fibroma","PT","ICDO3","3.1"
"C9474","Adenosarcoma","Related To","8933/3","Adenosarcoma","PT","ICDO3","3.1"
"C9474","Adenosarcoma","Related To","8933/3","Adenosarcoma","PT","ICDO3","3.2"
"C95598","Pancreatic Insulinoma","Related To","8151/3","Insulinoma, NOS","PT","ICDO3","3.2"
"C95598","Pancreatic Insulinoma","Related To","8151/0","Insulinoma, NOS","PT","ICDO3","3.1"
"C9281","Follicular Dendritic Cell Sarcoma","Related To","9758/3","Follicular dendritic cell sarcoma","PT","ICDO3","3.2"
"C9281","Follicular Dendritic Cell Sarcoma","Related To","9758/3","Follicular dendritic cell sarcoma","PT","ICDO3","3.1"
"C4822","Malignant Glioma","Related To","9380/3","Glioma, malignant","PT","ICDO3","3.2"
"C4822","Malignant Glioma","Related To","9380/3","Glioma, malignant","PT","ICDO3","3.1"
"C9309","Seminoma","Related To","9061/3","Seminoma, NOS","PT","ICDO3","3.2"
"C9309","Seminoma","Related To","9061/3","Seminoma, NOS","PT","ICDO3","3.1"
"C9477","Anaplastic Astrocytoma","Related To","9401/3","Astrocytoma, anaplastic","PT","ICDO3","3.1"
"C9477","Anaplastic Astrocytoma","Related To","9401/3","Astrocytoma, anaplastic, NOS","PT","ICDO3","3.2"
"C126598","Thyroid Gland Noninvasive Follicular Neoplasm with Papillary-Like Nuclear Features","Related To","8349/1","Non-invasive follicular thyroid neoplasm with papillary-like nuclear features (NIFTP)","PT","ICDO3","3.2"
"C47857","Breast Paget Disease","Related To","8540/3","Paget disease, mammary","PT","ICDO3","3.1"
"C47857","Breast Paget Disease","Related To","8540/3","Paget disease, mammary","PT","ICDO3","3.2"
"C27893","Sarcomatoid Renal Cell Carcinoma","Related To","8318/3","Renal cell carcinoma, sarcomatoid","PT","ICDO3","3.2"
"C27893","Sarcomatoid Renal Cell Carcinoma","Related To","8318/3","Renal cell carcinoma, sarcomatoid","PT","ICDO3","3.1"
"C3797","Plexiform Neurofibroma","Related To","9550/0","Plexiform neurofibroma","PT","ICDO3","3.1"
"C3797","Plexiform Neurofibroma","Related To","9550/0","Plexiform neurofibroma","PT","ICDO3","3.2"
"C4246","Atypical Fibroxanthoma","Related To","8830/1","Atypical fibrous histiocytoma","PT","ICDO3","3.1"
"C4246","Atypical Fibroxanthoma","Related To","8830/1","Atypical fibrous histiocytoma","PT","ICDO3","3.2"
"C3061","Jugulotympanic Paraganglioma","Related To","8690/1","Glomus jugulare tumor, NOS","PT","ICDO3","3.1"
"C5592","Chordoid Glioma","Related To","9444/1","Chordoid glioma","PT","ICDO3","3.1"
"C5592","Chordoid Glioma","Related To","9444/1","Chordoid glioma","PT","ICDO3","3.2"
"C3710","Ameloblastic Fibro-Odontoma","Related To","9290/0","Ameloblastic fibro-odontoma","PT","ICDO3","3.1"
"C3710","Ameloblastic Fibro-Odontoma","Related To","9290/0","Ameloblastic fibro-odontoma","PT","ICDO3","3.2"
"C3725","Lymphangioleiomyomatosis","Related To","9174/1","Lymphangiomyomatosis","PT","ICDO3","3.1"
"C3725","Lymphangioleiomyomatosis","Related To","9174/1","Lymphangioleiomyomatosis","PT","ICDO3","3.2"
"C7166","Grade 2 Nodular Sclerosis Classic Hodgkin Lymphoma","Related To","9667/3","Hodgkin lymphoma, nodular sclerosis, grade 2","PT","ICDO3","3.1"
"C7166","Grade 2 Nodular Sclerosis Classic Hodgkin Lymphoma","Related To","9667/3","Hodgkin lymphoma, nodular sclerosis, grade 2","PT","ICDO3","3.2"
"C6561","Epithelioid Malignant Peripheral Nerve Sheath Tumor","Related To","9542/3","Malignant peripheral nerve sheath tumor, epithelioid","PT","ICDO3","3.2"
"C8459","Hepatosplenic T-Cell Lymphoma","Related To","9716/3","Hepatosplenic T-cell lymphoma","PT","ICDO3","3.1"
"C8459","Hepatosplenic T-Cell Lymphoma","Related To","9716/3","Hepatosplenic T-cell lymphoma","PT","ICDO3","3.2"
"C9119","Breast Medullary Carcinoma","Related To","8512/3","Medullary carcinoma with lymphoid stroma","PT","ICDO3","3.2"
"C9119","Breast Medullary Carcinoma","Related To","8512/3","Medullary carcinoma with lymphoid stroma","PT","ICDO3","3.1"
"C4115","Transitional Cell Papilloma","Related To","8120/0","Transitional cell papilloma, benign","PT","ICDO3","3.1"
"C3764","Adenomatous Polyp","Related To","8210/0","Adenomatous polyp, NOS","PT","ICDO3","3.1"
"C3764","Adenomatous Polyp","Related To","8210/0","Adenomatous polyp, NOS","PT","ICDO3","3.2"
"C6938","Sweat Gland Carcinoma","Related To","8400/3","Sweat gland adenocarcinoma","PT","ICDO3","3.1"
"C6938","Sweat Gland Carcinoma","Related To","8400/3","Sweat gland adenocarcinoma","PT","ICDO3","3.2"
"C54287","Sinonasal Non-Keratinizing Squamous Cell Carcinoma","Related To","8121/3","Schneiderian carcinoma","PT","ICDO3","3.1"
"C54287","Sinonasal Non-Keratinizing Squamous Cell Carcinoma","Related To","8121/3","Schneiderian carcinoma","PT","ICDO3","3.2"
"C3732","Pulmonary Blastoma","Related To","8972/3","Pulmonary blastoma","PT","ICDO3","3.2"
"C3732","Pulmonary Blastoma","Related To","8972/3","Pulmonary blastoma","PT","ICDO3","3.1"
"C4214","Ovarian Hilus Cell Tumor","Related To","8660/0","Hilus cell tumor","PT","ICDO3","3.1"
"C4214","Ovarian Hilus Cell Tumor","Related To","8660/0","Hilus cell tumor","PT","ICDO3","3.2"
"C4200","Adenocarcinoma with Squamous Metaplasia","Related To","8570/3","Adenocarcinoma with squamous metaplasia","PT","ICDO3","3.1"
"C4200","Adenocarcinoma with Squamous Metaplasia","Related To","8570/3","Adenocarcinoma with squamous metaplasia","PT","ICDO3","3.2"
"C7644","Adamantinoma","Related To","9261/3","Adamantinoma of long bones","PT","ICDO3","3.1"
"C7644","Adamantinoma","Related To","9261/3","Adamantinoma of long bones","PT","ICDO3","3.2"
"C3829","Benign Synovial Neoplasm","Related To","9040/0","Synovioma, benign","PT","ICDO3","3.1"
"C3829","Benign Synovial Neoplasm","Related To","9040/0","Synovioma, benign","PT","ICDO3","3.2"
