"CODE","PT","RELATIONSHIP_TO_TARGET","TARGET_CODE","TARGET_TERM","TARGET_TERM_TYPE","TARGET_TERMINOLOGY","TARGET_TERMINOLOGY_VERSION"
"C50487","Cerebrospinal Fluid Leakage","Has Synonym","10008164","Cerebrospinal fluid leakage","LLT","MedDRA","18.1"
"C50481","Cardiac Tamponade","Has Synonym","10007610","Cardiac tamponade","LLT","MedDRA","18.1"
"C2902","Coagulation Disorder","Has Synonym","10009802","Coagulopathy","LLT","MedDRA","18.1"
"C34553","Dry Eye Syndrome","Has Synonym","10013774","Dry eye","LLT","MedDRA","18.1"
"C37965","Hemolysis","Has Synonym","10019491","Hemolysis","LLT","MedDRA","18.1"
"C38006","Pneumothorax","Has Synonym","10035759","Pneumothorax","LLT","MedDRA","18.1"
"C37921","Bruise","Has Synonym","10006502","Bruise","LLT","MedDRA","18.1"
"C37973","Hypocalcemia","Has Synonym","10020949","Hypocalcemia","LLT","MedDRA","18.1"
"C38057","Vertigo","Has Synonym","10047340","Vertigo","LLT","MedDRA","18.1"
"C37976","Hyponatremia","Has Synonym","10021038","Hyponatremia","LLT","MedDRA","18.1"
"C38038","Tremor","Has Synonym","10044565","Tremor","LLT","MedDRA","18.1"
"C3480","Lobular Capillary Hemangioma","Has Synonym","10037649","Pyogenic granuloma","LLT","MedDRA","18.1"
"C34827","Muscle Cramp","Has Synonym","10011291","Cramp muscle","LLT","MedDRA","18.1"
"C3381","Spinal Cord Neoplasm","Has Synonym","10062261","Spinal cord neoplasm","LLT","MedDRA","18.1"
"C26851","Pharyngitis","Has Synonym","10034835","Pharyngitis","LLT","MedDRA","18.1"
"C26901","Erythema","Has Synonym","10015150","Erythema","LLT","MedDRA","18.1"
"C26872","Respiratory Failure","Has Synonym","10038695","Respiratory failure","LLT","MedDRA","18.1"
"C27298","Ptosis","Has Synonym","10037272","Ptosis","LLT","MedDRA","18.1"
"C27088","Hyperbilirubinemia","Has Synonym","10020582","Hyperbilirubinemia","LLT","MedDRA","18.1"
"C62754","Weight Gain","Has Synonym","10047896","Weight gain","LLT","MedDRA","18.1"
"C54685","Tissue Adhesion","Has Synonym","10059837","Adhesion","LLT","MedDRA","18.1"
"C50445","Hypoesthesia","Has Synonym","10020976","Hypoesthesia","LLT","MedDRA","18.1"
"C80100","Presyncope","Has Synonym","10036653","Presyncope","LLT","MedDRA","18.1"
"C78161","Abdominal Distension","Has Synonym","10000060","Abdominal distension","LLT","MedDRA","18.1"
"C78610","Skin Hypopigmentation","Related To","10040868","Skin hypopigmentation","LLT","MedDRA","18.1"
"C115168","Spontaneous Bladder Rupture","Has Synonym","10057741","Rupture of bladder, non-traumatic","LLT","MedDRA","18.1"
"C50590","Hyperventilation","Has Synonym","10020910","Hyperventilation","LLT","MedDRA","18.1"
"C50746","Sneezing","Has Synonym","10041232","Sneezing","LLT","MedDRA","18.1"
"C50563","Fetal Distress","Related To","10016855","Foetal distress syndrome","LLT","MedDRA","18.1"
"C2867","Amnesia","Has Synonym","10001949","Amnesia","LLT","MedDRA","18.1"
"C34586","Endophthalmitis","Has Synonym","10014801","Endophthalmitis","LLT","MedDRA","18.1"
"C3425","Tumor Lysis Syndrome","Has Synonym","10045152","Tumor lysis syndrome","LLT","MedDRA","18.1"
"C34497","Coma","Has Synonym","10010071","Coma","LLT","MedDRA","18.1"
"C34439","Bronchospasm","Has Synonym","10006482","Bronchospasm","LLT","MedDRA","18.1"
"C34582","Endocarditis","Has Synonym","10014665","Endocarditis","LLT","MedDRA","18.1"
"C37970","Hypernatremia","Has Synonym","10020680","Hypernatremia","LLT","MedDRA","18.1"
"C3832","Malaise","Has Synonym","10025482","Malaise","LLT","MedDRA","18.1"
"C37961","Hallucination","Has Synonym","10019063","Hallucination","LLT","MedDRA","18.1"
"C37941","Diplopia","Has Synonym","10013036","Diplopia","LLT","MedDRA","18.1"
"C37930","Constipation","Has Synonym","10010774","Constipation","LLT","MedDRA","18.1"
"C35546","Dysphasia","Has Synonym","10013951","Dysphasia","LLT","MedDRA","18.1"
"C35257","Alper Syndrome","Has Synonym","10062943","Alpers' disease","LLT","MedDRA","18.1"
"C34825","Kawasaki Disease","Has Synonym","10023320","Kawasaki's disease","LLT","MedDRA","18.1"
"C35024","Sinusitis","Has Synonym","10040753","Sinusitis","LLT","MedDRA","18.1"
"C35016","Shock","Has Synonym","10040560","Shock","LLT","MedDRA","18.1"
"C26805","Keratitis","Has Synonym","10023332","Keratitis","LLT","MedDRA","18.1"
"C26906","Urinary Frequency","Has Synonym","10046539","Urinary frequency","LLT","MedDRA","18.1"
"C26909","Uveitis","Has Synonym","10046851","Uveitis","LLT","MedDRA","18.1"
"C26698","Apnea","Has Synonym","10002972","Apnea","LLT","MedDRA","18.1"
"C26829","Menorrhagia","Has Synonym","10027313","Menorrhagia","LLT","MedDRA","18.1"
"C27123","Blurred Vision","Has Synonym","10005886","Blurred vision","LLT","MedDRA","18.1"
"C62814","Unintended Movement","Has Synonym","10012588","Device migration","LLT","MedDRA","18.1"
"C3123","Hyperthyroidism","Has Synonym","10020850","Hyperthyroidism","LLT","MedDRA","18.1"
"C2969","Cushing Syndrome","Has Synonym","10011652","Cushing's syndrome","LLT","MedDRA","18.1"
"C50446","Laceration","Has Synonym","10023572","Laceration","LLT","MedDRA","18.1"
"C78416","Lethargy","Has Synonym","10024264","Lethargy","LLT","MedDRA","18.1"
"C13280","Sweat","Has Synonym","10042661","Sweating","LLT","MedDRA","18.1"
"C116313","Perinatal Depression","Narrower Than","10034507","Perinatal disorder","LLT","MedDRA","18.1"
"C113210","Cushing Disease","Has Synonym","10011651","Cushing's disease","LLT","MedDRA","18.1"
"C50802","Ventricular Tachycardia","Has Synonym","10047302","Ventricular tachycardia","LLT","MedDRA","18.1"
"C50530","Diabetic Ketoacidosis","Has Synonym","10012671","Diabetic ketoacidosis","LLT","MedDRA","18.1"
"C50845","Skin Erosion","Related To","10040840","Skin erosion","LLT","MedDRA","18.1"
"C50539","Dyskinesia","Has Synonym","10013916","Dyskinesia","LLT","MedDRA","18.1"
"C50458","Ambulation Difficulty","Has Synonym","10047810","Walking difficulty","LLT","MedDRA","18.1"
"C50455","Air Embolism","Has Synonym","10001526","Air embolism","LLT","MedDRA","18.1"
"C2888","Atelectasis","Has Synonym","10003598","Atelectasis","LLT","MedDRA","18.1"
"C48259","Hyperparathyroidism","Has Synonym","10020705","Hyperparathyroidism","LLT","MedDRA","18.1"
"C48592","Gastrointestinal Hemorrhage","Has Synonym","10017935","Gastrointestinal bleed","LLT","MedDRA","18.1"
"C34483","Scar","Has Synonym","10039580","Scar","LLT","MedDRA","18.1"
"C34639","Angle Closure Glaucoma","Has Synonym","10002502","Angle glaucoma closed","LLT","MedDRA","18.1"
"C38029","Tachycardia","Has Synonym","10043071","Tachycardia","LLT","MedDRA","18.1"
"C3307","Papilledema","Has Synonym","10033703","Papilledema","LLT","MedDRA","18.1"
"C3347","Sexual Dysfunction","Has Synonym","10040477","Sexual dysfunction","LLT","MedDRA","18.1"
"C27165","Respiratory Distress","Has Synonym","10038687","Respiratory distress","LLT","MedDRA","18.1"
"C26891","Thrombosis","Has Synonym","10043607","Thrombosis","LLT","MedDRA","18.1"
"C26775","Flushing","Has Synonym","10016825","Flushing","LLT","MedDRA","18.1"
"C26849","Peritonitis","Has Synonym","10034674","Peritonitis","LLT","MedDRA","18.1"
"C26760","Encephalitis","Has Synonym","10014581","Encephalitis","LLT","MedDRA","18.1"
"C3961","Hyperuricemia","Has Synonym","10020907","Hyperuricemia","LLT","MedDRA","18.1"
"C3143","Jaundice","Has Synonym","10023126","Jaundice","LLT","MedDRA","18.1"
"C5028","Verrucous Lesion","Has Synonym","10047825","Wart","LLT","MedDRA","18.1"
"C75564","Blister","Has Synonym","10005191","Blister","LLT","MedDRA","18.1"
"C72069","Localized Scleroderma","Related To","10027979","Morphea","LLT","MedDRA","18.1"
"C9175","Bowel Obstruction","Has Synonym","10006055","Bowel obstruction","LLT","MedDRA","18.1"
"C82343","Irritable Bowel Syndrome","Has Synonym","10023003","Irritable bowel syndrome","LLT","MedDRA","18.1"
"C79546","Chylothorax","Has Synonym","10051228","Chylothorax","LLT","MedDRA","18.1"
"C79731","Skin Hyperpigmentation","Has Synonym","10040865","Skin hyperpigmentation","LLT","MedDRA","18.1"
"C73511","Bruxism","Has Synonym","10006514","Bruxism","LLT","MedDRA","18.1"
"C78598","Reversible Posterior Leukoencephalopathy Syndrome","Has Synonym","10071066","Posterior reversible encephalopathy syndrome","LLT","MedDRA","18.1"
"C84641","Clubfoot","Has Synonym","10043101","Talipes","LLT","MedDRA","18.1"
"C84501","Restless Leg Syndrome","Has Synonym","10038741","Restless leg syndrome","LLT","MedDRA","18.1"
"C101772","Respiratory Arrest","Has Synonym","10038669","Respiratory arrest","LLT","MedDRA","18.1"
"C113396","Infantile Gastroesophageal Reflux","Has Synonym","10017924","Gastroesophageal reflux","LLT","MedDRA","18.1"
"C115164","Nosocomial Infection","Has Synonym","10029803","Nosocomial infection","LLT","MedDRA","18.1"
"C111657","Desquamation","Has Synonym","10012528","Desquamation","LLT","MedDRA","18.1"
"C121627","Altered Level of Consciousness","Has Synonym","10001854","Altered state of consciousness","LLT","MedDRA","18.1"
"C50798","Vasovagal Reaction","Has Synonym","10047166","Vasovagal reaction","LLT","MedDRA","18.1"
"C50728","Respiratory Acidosis","Has Synonym","10038661","Respiratory acidosis","LLT","MedDRA","18.1"
"C50850","Oversedated","Has Synonym","10033305","Oversedation","LLT","MedDRA","18.1"
"C50754","Stenosis","Has Synonym","10076711","Stenosis","LLT","MedDRA","18.1"
"C50659","Muscular Rigidity","Has Synonym","10028330","Muscle rigidity","LLT","MedDRA","18.1"
"C50623","Irritability","Has Synonym","10022998","Irritability","LLT","MedDRA","18.1"
"C50592","Hyphema","Has Synonym","10020924","Hyphema","LLT","MedDRA","18.1"
"C50618","Intraocular Pressure Increased","Has Synonym","10022806","Intraocular pressure increased","LLT","MedDRA","18.1"
"C50807","Vitreous Detachment","Has Synonym","10047650","Vitreous detachment","LLT","MedDRA","18.1"
"C50449","Abrasion","Has Synonym","10000245","Abrasion NOS","LLT","MedDRA","18.1"
"C52593","Caries","Has Synonym","10012318","Dental caries","LLT","MedDRA","18.1"
"C49052","Joint Effusion","Has Synonym","10023215","Joint effusion","LLT","MedDRA","18.1"
"C27577","Osteomyelitis","Has Synonym","10031252","Osteomyelitis","LLT","MedDRA","18.1"
"C27576","Childhood Dermatomyositis","Has Synonym","10008521","Childhood dermatomyositis","LLT","MedDRA","18.1"
"C34670","Heartburn","Has Synonym","10019326","Heartburn","LLT","MedDRA","18.1"
"C37968","Hyperkalemia","Has Synonym","10020647","Hyperkalemia","LLT","MedDRA","18.1"
"C37974","Hypokalemia","Has Synonym","10021018","Hypokalemia","LLT","MedDRA","18.1"
"C38043","Typhlitis","Has Synonym","10045271","Typhlitis","LLT","MedDRA","18.1"
"C37920","Bradycardia","Has Synonym","10006093","Bradycardia","LLT","MedDRA","18.1"
"C34786","Long QT Syndrome","Has Synonym","10024803","Long QT syndrome","LLT","MedDRA","18.1"
"C35498","Toxic Shock Syndrome","Has Synonym","10044248","Toxic shock syndrome","LLT","MedDRA","18.1"
"C35061","Supraventricular Tachycardia","Has Synonym","10042604","Supraventricular tachycardia","LLT","MedDRA","18.1"
"C36192","Arteriovenous Fistula","Has Synonym","10003226","Arteriovenous fistula","LLT","MedDRA","18.1"
"C26730","Corneal Abrasion","Has Synonym","10010984","Corneal abrasion","LLT","MedDRA","18.1"
"C26756","Dyspepsia","Has Synonym","10013946","Dyspepsia","LLT","MedDRA","18.1"
"C26746","Scleroderma","Has Synonym","10039710","Scleroderma","LLT","MedDRA","18.1"
"C26702","Ataxia","Has Synonym","10003591","Ataxia","LLT","MedDRA","18.1"
"C76131","Second-Degree Burn","Has Synonym","10006802","Burns second degree","LLT","MedDRA","18.1"
"C76132","Third-Degree Burn","Has Synonym","10006803","Burns third degree","LLT","MedDRA","18.1"
"C76130","First-Degree Burn","Has Synonym","10006797","Burns first degree","LLT","MedDRA","18.1"
"C62015","AV Block First Degree","Has Synonym","10003674","Atrioventricular block first degree","LLT","MedDRA","18.1"
"C80102","Suicidal Ideation","Has Synonym","10042458","Suicidal ideation","LLT","MedDRA","18.1"
"C80683","Therapy-Related Leukemia","Has Synonym","10075814","Treatment related leukemia","LLT","MedDRA","18.1"
"C79530","Agitation","Has Synonym","10001497","Agitation","LLT","MedDRA","18.1"
"C79695","Neuralgia","Has Synonym","10029223","Neuralgia","LLT","MedDRA","18.1"
"C79539","Aphonia","Has Synonym","10002953","Aphonia","LLT","MedDRA","18.1"
"C73502","Cardiac Perforation","Has Synonym","10058039","Cardiac perforation","LLT","MedDRA","18.1"
"C78223","Breast Pain","Has Synonym","10006298","Breast pain","LLT","MedDRA","18.1"
"C85231","Whooping Cough","Has Synonym","10047974","Whooping cough","LLT","MedDRA","18.1"
"C116364","Auditory Neuropathy Spectrum Disorder","Has Synonym","10072198","Auditory neuropathy spectrum disorder","LLT","MedDRA","18.1"
"C116345","Guillain-Barre Syndrome","Has Synonym","10018767","Guillain-Barre syndrome","LLT","MedDRA","18.1"
"C114471","Macrophage Activation Syndrome","Has Synonym","10053867","Macrophage activation syndrome","LLT","MedDRA","18.1"
"C118393","Malunion of Bone","Has Synonym","10017085","Fracture malunion","LLT","MedDRA","18.1"
"C111888","Seborrheic Dermatitis","Has Synonym","10039788","Seborrheic dermatitis","LLT","MedDRA","18.1"
"C111765","Marked Baseline Fetal Heart Rate Variability","Has Synonym","10074648","Marked baseline fetal heart rate variability","LLT","MedDRA","18.1"
"C113217","Gonadotropin-Dependent Precocious Puberty","Has Synonym","10075911","Gonadotropin dependent precocious puberty","LLT","MedDRA","18.1"
"C117199","Depressed Mood","Has Synonym","10012374","Depressed mood","LLT","MedDRA","18.1"
"C50733","Right Ventricular Dysfunction","Has Synonym","10058597","Right ventricular dysfunction","LLT","MedDRA","18.1"
"C50594","Hypoventilation","Has Synonym","10021133","Hypoventilation","LLT","MedDRA","18.1"
"C50595","Hypovolemia","Has Synonym","10021139","Hypovolemia","LLT","MedDRA","18.1"
"C50700","Polydipsia","Has Synonym","10036067","Polydipsia","LLT","MedDRA","18.1"
"C50729","Respiratory Alkalosis","Has Synonym","10038664","Respiratory alkalosis","LLT","MedDRA","18.1"
"C50717","Purulent Discharge","Has Synonym","10037569","Purulent discharge","LLT","MedDRA","18.1"
"C50502","Concussion","Has Synonym","10010254","Concussion","LLT","MedDRA","18.1"
"C50856","Exsanguination","Has Synonym","10015719","Exsanguination","LLT","MedDRA","18.1"
"C50494","Choking","Has Synonym","10008589","Choking","LLT","MedDRA","18.1"
"C50751","Spinal Injury","Has Synonym","10041552","Spinal cord injury","LLT","MedDRA","18.1"
"C50704","Postoperative Wound Infection","Has Synonym","10036410","Postoperative wound infection","LLT","MedDRA","18.1"
"C50593","Hypopyon","Has Synonym","10021086","Hypopyon","LLT","MedDRA","18.1"
"C50720","Pyrogenic Reaction","Has Synonym","10076724","Pyrogenic reaction","LLT","MedDRA","18.1"
"C50795","Abnormal Vaginal Discharge","Has Synonym","10046901","Vaginal discharge","LLT","MedDRA","18.1"
"C38011","Proctitis","Has Synonym","10036774","Proctitis","LLT","MedDRA","18.1"
"C37979","Ileus","Has Synonym","10021328","Ileus","LLT","MedDRA","18.1"
"C35163","Skin Atrophy","Has Synonym","10040799","Skin atrophy","LLT","MedDRA","18.1"
"C35145","Appendicitis","Has Synonym","10003011","Appendicitis","LLT","MedDRA","18.1"
"C35078","Tourette Syndrome","Has Synonym","10044127","Tourette's syndrome","LLT","MedDRA","18.1"
"C35468","Macular Edema","Has Synonym","10054467","Macular edema","LLT","MedDRA","18.1"
"C26720","Chorioamnionitis","Has Synonym","10008755","Chorioamnionitis","LLT","MedDRA","18.1"
"C26811","Laryngitis","Has Synonym","10023874","Laryngitis","LLT","MedDRA","18.1"
"C26816","Leukopenia","Has Synonym","10024384","Leukopenia","LLT","MedDRA","18.1"
"C27194","Brachial Plexopathy","Has Synonym","10065417","Brachial plexopathy","LLT","MedDRA","18.1"
"C26834","Interstitial Nephritis","Has Synonym","10048302","Tubulointerstitial nephritis","LLT","MedDRA","18.1"
"C54877","Grade 4 Mobitz (Type) II Atrioventricular Block, CTCAE","Has Synonym","10027786","Mobitz (type) II atrioventricular block","LLT","MedDRA","20.1"
"C54783","Grade 1 Mobitz (Type) II Atrioventricular Block, CTCAE","Has Synonym","10027786","Mobitz (type) II atrioventricular block","LLT","MedDRA","20.1"
"C54845","Grade 3 Mobitz Type I, CTCAE","Has Synonym","10027787","Mobitz type I","LLT","MedDRA","20.1"
"C54876","Grade 4 Mobitz Type I, CTCAE","Has Synonym","10027787","Mobitz type I","LLT","MedDRA","20.1"
"C54814","Grade 2 Mobitz (Type) II Atrioventricular Block, CTCAE","Has Synonym","10027786","Mobitz (type) II atrioventricular block","LLT","MedDRA","20.1"
"C54846","Grade 3 Mobitz (Type) II Atrioventricular Block, CTCAE","Has Synonym","10027786","Mobitz (type) II atrioventricular block","LLT","MedDRA","20.1"
"C54813","Grade 2 Mobitz Type I, CTCAE","Has Synonym","10027787","Mobitz type I","LLT","MedDRA","20.1"
"C54782","Grade 1 Mobitz Type I, CTCAE","Has Synonym","10027787","Mobitz type I","LLT","MedDRA","20.1"
"C54908","Grade 5 Mobitz (Type) II Atrioventricular Block, CTCAE","Has Synonym","10027786","Mobitz (type) II atrioventricular block","LLT","MedDRA","20.1"
"C54907","Grade 5 Mobitz Type I, CTCAE","Has Synonym","10027787","Mobitz type I","LLT","MedDRA","20.1"
"C3116","Type I Hypersensitivity","Broader Than","10021414","Immediate hypersensitivity reaction","LLT","MedDRA","18.1"
"C2999","Dysuria","Has Synonym","10013990","Dysuria","LLT","MedDRA","18.1"
"C53482","Influenza","Has Synonym","10022000","Influenza","LLT","MedDRA","18.1"
"C99138","Germinal Matrix Hemorrhage of the Newborn","Has Synonym","10066952","Germinal matrix hemorrhage","LLT","MedDRA","18.1"
"C79484","Stevens-Johnson Syndrome","Has Synonym","10042030","Stevens Johnson syndrome","LLT","MedDRA","18.1"
"C79859","Abnormal Virilization","Has Synonym","10047488","Virilization","LLT","MedDRA","18.1"
"C79777","Toxic Epidermal Necrolysis","Has Synonym","10044223","Toxic epidermal necrolysis","LLT","MedDRA","18.1"
"C79545","Cheilitis","Has Synonym","10008417","Cheilitis","LLT","MedDRA","18.1"
"C79532","Allergic Rhinitis","Has Synonym","10001723","Allergic rhinitis","LLT","MedDRA","18.1"
"C78592","Recurrent Laryngeal Nerve Paralysis","Has Synonym","10038130","Recurrent laryngeal nerve palsy","LLT","MedDRA","18.1"
"C78302","Flu-Like Symptoms","Has Synonym","10016797","Flu-like symptoms","LLT","MedDRA","18.1"
"C78492","Nail Discoloration","Has Synonym","10058455","Nail pigmentation","LLT","MedDRA","18.1"
"C78238","Chest Wall Pain","Has Synonym","10050819","Musculoskeletal chest pain","LLT","MedDRA","18.1"
"C78582","Pustular Lesion","Has Synonym","10037578","Pustule","LLT","MedDRA","18.1"
"C78366","INR Increased","Has Synonym","10022402","INR increased","LLT","MedDRA","18.1"
"C78632","Stridor","Has Synonym","10042241","Stridor","LLT","MedDRA","18.1"
"C78435","Hyperlipasemia","Has Synonym","10067840","Hyperlipasemia","LLT","MedDRA","18.1"
"C85173","Sudden Infant Death Syndrome","Has Synonym","10042440","Sudden infant death syndrome","LLT","MedDRA","18.1"
"C84933","Neurogenic Diabetes Insipidus","Has Synonym","10068587","Central diabetes insipidus","LLT","MedDRA","18.1"
"C84479","Thrombophilia","Has Synonym","10075816","Hypercoagulability","LLT","MedDRA","18.1"
"C101201","Myelomeningocele","Has Synonym","10071011","Spina bifida cystica","LLT","MedDRA","18.1"
"C116573","Dravet Syndrome","Has Synonym","10073682","Dravet syndrome","LLT","MedDRA","18.1"
"C116715","Venous Stroke","Related To","10043647","Thrombotic stroke","LLT","MedDRA","18.1"
"C116552","Early Infantile Epileptic Encephalopathy with Burst-Suppression","Has Synonym","10071545","Early infantile epileptic encephalopathy with burst-suppression","LLT","MedDRA","18.1"
"C116942","Developmental Delay","Has Synonym","10012559","Developmental delay","LLT","MedDRA","18.1"
"C116708","Floppy Infant","Has Synonym","10051004","Floppy infant","LLT","MedDRA","18.1"
"C116374","Ageusia","Has Synonym","10001480","Ageusia","LLT","MedDRA","18.1"
"C113669","Disseminated Bacillus Calmette-Guerin Infection","Has Synonym","10076666","Disseminated Bacillus Calmette-Guerin infection","LLT","MedDRA","18.1"
"C115149","Adenovirus Infection","Has Synonym","10060931","Adenovirus infection","LLT","MedDRA","18.1"
"C114592","Renal Impairment","Has Synonym","10062237","Renal impairment","LLT","MedDRA","18.1"
"C114939","Extremely Preterm Infant","Has Synonym","10036590","Premature baby","LLT","MedDRA","18.1"
"C118206","Self-Injury","Has Synonym","10022524","Intentional self-injury","LLT","MedDRA","18.1"
"C118749","Infectious Keratitis","Has Synonym","10076672","Infective keratitis","LLT","MedDRA","18.1"
"C112208","Drug Hypersensitivity Syndrome","Has Synonym","10073508","Drug reaction with eosinophilia and systemic symptoms","LLT","MedDRA","18.1"
"C112115","Chronic Decubitus","Narrower Than","10011985","Decubitus ulcer","LLT","MedDRA","18.1"
"C112198","Angular Cheilitis","Has Synonym","10002509","Angular cheilitis","LLT","MedDRA","18.1"
"C111655","Ventricular Dysfunction","Has Synonym","10059056","Ventricular dysfunction","LLT","MedDRA","18.1"
"C113159","Pneumonitis","Has Synonym","10035742","Pneumonitis","LLT","MedDRA","18.1"
"C121558","Breath Holding","Has Synonym","10006322","Breath holding","LLT","MedDRA","18.1"
"C122435","Impaired Balance","Has Synonym","10004070","Balance difficulty","LLT","MedDRA","18.1"
"C122430","Abnormal Behavior","Has Synonym","10004203","Behavior abnormal","LLT","MedDRA","18.1"
"C50617","Intraocular Infection","Has Synonym","10054762","Eye infection intraocular","LLT","MedDRA","18.1"
"C50461","Aortic Dissection","Has Synonym","10002895","Aortic dissection","LLT","MedDRA","18.1"
"C50689","Partial Seizure","Has Synonym","10016843","Focal seizures","LLT","MedDRA","18.1"
"C28246","Dysesthesia","Has Synonym","10062872","Dysesthesia","LLT","MedDRA","18.1"
"C27644","Deafness","Has Synonym","10011878","Deafness","LLT","MedDRA","18.1"
"C34572","Empyema","Has Synonym","10014568","Empyema","LLT","MedDRA","18.1"
"C3394","Suicide","Has Synonym","10042462","Suicide","LLT","MedDRA","18.1"
"C3396","Superior Vena Cava Syndrome","Has Synonym","10042569","Superior vena cava syndrome","LLT","MedDRA","18.1"
"C3282","Nystagmus","Has Synonym","10029864","Nystagmus","LLT","MedDRA","18.1"
"C34850","Night Blindness","Has Synonym","10029404","Night blindness","LLT","MedDRA","18.1"
"C35286","Clostridium difficile Colitis","Has Synonym","10054236","Clostridium difficile infection","LLT","MedDRA","18.1"
"C34820","Miliaria","Has Synonym","10027627","Miliaria","LLT","MedDRA","18.1"
"C35000","Schistosomiasis","Has Synonym","10039603","Schistosomiasis","LLT","MedDRA","18.1"
"C34880","Bone Necrosis","Has Synonym","10031264","Osteonecrosis","LLT","MedDRA","18.1"
"C34860","Oligospermia","Has Synonym","10030300","Oligospermia","LLT","MedDRA","18.1"
"C26792","Hemorrhoid","Has Synonym","10019611","Hemorrhoids","LLT","MedDRA","18.1"
"C26821","Lymphadenitis","Has Synonym","10025188","Lymphadenitis","LLT","MedDRA","18.1"
"C26692","Factor I Deficiency","Has Synonym","10020978","Hypofibrinogenemia","LLT","MedDRA","18.1"
"C27195","Acne","Has Synonym","10000496","Acne","LLT","MedDRA","18.1"
"C26860","Pleuritis","Has Synonym","10035624","Pleuritis","LLT","MedDRA","18.1"
"C26743","Contact Dermatitis","Has Synonym","10010790","Contact dermatitis","LLT","MedDRA","18.1"
"C26723","Colitis","Has Synonym","10009887","Colitis","LLT","MedDRA","18.1"
"C62587","Delayed Puberty","Has Synonym","10012205","Delayed puberty","LLT","MedDRA","18.1"
"C43245","Pyramidal Tract Dysfunction","Has Synonym","10063636","Pyramidal tract syndrome","LLT","MedDRA","18.1"
"C39646","Erythroderma","Has Synonym","10015665","Exfoliative dermatitis","LLT","MedDRA","18.1"
"C54282","Rhinorrhea","Has Synonym","10039100","Rhinorrhea","LLT","MedDRA","18.1"
"C3119","Portal Hypertension","Has Synonym","10036200","Portal hypertension","LLT","MedDRA","18.1"
"C3073","Gynecomastia","Has Synonym","10018801","Gynecomastia","LLT","MedDRA","18.1"
"C3071","Graves Disease","Has Synonym","10018706","Graves' disease","LLT","MedDRA","18.1"
"C2975","Cystic Fibrosis","Has Synonym","10011762","Cystic fibrosis","LLT","MedDRA","18.1"
"C3034","Fanconi Syndrome","Has Synonym","10016219","Fanconi syndrome","LLT","MedDRA","18.1"
"C41830","Back Pain","Has Synonym","10003988","Back pain","LLT","MedDRA","18.1"
"C49642","Preterm Infant","Has Synonym","10036590","Premature baby","LLT","MedDRA","18.1"
"C74533","Restlessness","Has Synonym","10038743","Restlessness","LLT","MedDRA","18.1"
"C98619","Parenteral Nutrition - Associated Cholestasis","Has Synonym","10074152","Parenteral nutrition associated cholestasis","LLT","MedDRA","18.1"
"C97160","Attention Deficit Hyperactivity Disorder","Has Synonym","10003736","Attention deficit/hyperactivity disorder","LLT","MedDRA","18.1"
"C79694","Meningismus","Has Synonym","10027198","Meningismus","LLT","MedDRA","18.1"
"C78500","Nasal Congestion","Has Synonym","10028735","Nasal congestion","LLT","MedDRA","18.1"
"C78251","Cytokine Release Syndrome","Has Synonym","10052015","Cytokine release syndrome","LLT","MedDRA","18.1"
"C78349","Hypomania","Has Synonym","10021030","Hypomania","LLT","MedDRA","18.1"
"C78597","APL Differentiation Syndrome","Has Synonym","10038921","Retinoic acid syndrome","LLT","MedDRA","18.1"
"C78569","Productive Cough","Has Synonym","10036790","Productive cough","LLT","MedDRA","18.1"
"C87070","Hypotonia","Has Synonym","10021118","Hypotonia","LLT","MedDRA","18.1"
"C86571","Melena","Has Synonym","10027162","Melena","LLT","MedDRA","18.1"
"C87095","Mottling","Has Synonym","10028010","Mottled skin","LLT","MedDRA","18.1"
"C84915","Necrotizing Enterocolitis","Has Synonym","10055646","Necrotizing enterocolitis","LLT","MedDRA","18.1"
"C84533","Acromegaly","Has Synonym","10000599","Acromegaly","LLT","MedDRA","18.1"
"C94832","Systemic Inflammatory Response Syndrome","Has Synonym","10051379","Systemic inflammatory response syndrome","LLT","MedDRA","18.1"
"C102993","Bacteremia","Has Synonym","10003999","Bacteremia","LLT","MedDRA","18.1"
"C116718","Early Onset Primary Dystonia","Has Synonym","10076668","Early onset primary dystonia","LLT","MedDRA","18.1"
"C116958","Miller Fisher Syndrome","Has Synonym","10076684","Fisher syndrome","LLT","MedDRA","18.1"
"C116376","Hyperesthesia","Has Synonym","10020622","Hyperesthesia","LLT","MedDRA","18.1"
"C116725","Psychogenic Tremor","Has Synonym","10072377","Psychogenic tremor","LLT","MedDRA","18.1"
"C116538","Benign Rolandic Epilepsy","Has Synonym","10070530","Benign rolandic epilepsy","LLT","MedDRA","18.1"
"C116757","Movement Disorder","Has Synonym","10028035","Movement disorder","LLT","MedDRA","18.1"
"C116340","Brain Death","Has Synonym","10049054","Brain death","PT","MedDRA","18.1"
"C113750","Hyperphosphatemia","Has Synonym","10020712","Hyperphosphatemia","LLT","MedDRA","18.1"
"C113751","Transaminitis","Has Synonym","10054969","Transaminitis","LLT","MedDRA","18.1"
"C113398","Melena Neonatorum","Has Synonym","10049777","Melaena neonatal","LLT","MedDRA","18.1"
"C113609","Chronic Liver Disease","Has Synonym","10008953","Chronic liver disease","LLT","MedDRA","18.1"
