Source Code	Source Name	Source Coding Scheme	Source Coding Scheme Version	Source Coding Scheme Namespace	Association Name	REL	Map Rank	Target Code	Target Name	Target Coding Scheme	Target Coding Scheme Version	Target Coding Scheme Namespace
F45.4	Persistent somatoform pain disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10037198	Psychogenic pain disorder	MedDRA	23.1	MedDRA
F45.8	Other somatoform disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10054153	Somatoform disorder	MedDRA	23.1	MedDRA
F45.9	"Somatoform disorder, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10054153	Somatoform disorder	MedDRA	23.1	MedDRA
F48	Other neurotic disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10029333	Neurosis	MedDRA	23.1	MedDRA
F48.0	Neurasthenia	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10029231	Neurasthenia	MedDRA	23.1	MedDRA
F48.1	Depersonalization-derealization syndrome	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10077805	Depersonalisation/derealisation disorder	MedDRA	23.1	MedDRA
F48.8	Other specified neurotic disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10029333	Neurosis	MedDRA	23.1	MedDRA
F48.9	"Neurotic disorder, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10046045	Unspecified neurotic disorder	MedDRA	23.1	MedDRA
F50	Eating disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10014062	Eating disorder	MedDRA	23.1	MedDRA
F50.0	Anorexia nervosa	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10002649	Anorexia nervosa	MedDRA	23.1	MedDRA
F50.1	Atypical anorexia nervosa	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10002649	Anorexia nervosa	MedDRA	23.1	MedDRA
F50.2	Bulimia nervosa	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10006550	Bulimia nervosa	MedDRA	23.1	MedDRA
F50.3	Atypical bulimia nervosa	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10006550	Bulimia nervosa	MedDRA	23.1	MedDRA
F50.4	Overeating associated with other psychological disturbances	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10015598	Excessive eating	MedDRA	23.1	MedDRA
F50.5	Vomiting associated with other psychological disturbances	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10037205	Psychogenic vomiting	MedDRA	23.1	MedDRA
F50.8	Other eating disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10014062	Eating disorder	MedDRA	23.1	MedDRA
F50.9	"Eating disorder, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10014066	"Eating disorder, unspecified"	MedDRA	23.1	MedDRA
F51	Nonorganic sleep disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10057716	"Non-organic sleep disorder, unspecified"	MedDRA	23.1	MedDRA
F51.0	Nonorganic insomnia	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10022438	Insomnia (non-organic)	MedDRA	23.1	MedDRA
F51.1	Nonorganic hypersomnia	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10087737	Nonorganic hypersomnia	MedDRA	23.1	MedDRA
F51.2	Nonorganic disorder of the sleep-wake schedule	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10041013	Sleep-wake schedule disorder	MedDRA	23.1	MedDRA
F51.3	Sleepwalking [somnambulism]	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10041347	Somnambulism	MedDRA	23.1	MedDRA
F51.4	Sleep terrors [night terrors]	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10041010	Sleep terror	MedDRA	23.1	MedDRA
F51.5	Nightmares	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10029414	Nightmares	MedDRA	23.1	MedDRA
F51.8	Other nonorganic sleep disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10057716	"Non-organic sleep disorder, unspecified"	MedDRA	23.1	MedDRA
F51.9	"Nonorganic sleep disorder, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10057716	"Non-organic sleep disorder, unspecified"	MedDRA	23.1	MedDRA
F52	"Sexual dysfunction, not caused by organic disorder or disease"	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10040477	Sexual dysfunction	MedDRA	23.1	MedDRA
F52.0	Lack or loss of sexual desire	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10059272	Sexual desire decreased	MedDRA	23.1	MedDRA
F52.1	Sexual aversion and lack of sexual enjoyment	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10040469	Sexual aversion disorder	MedDRA	23.1	MedDRA
F52.2	Failure of genital response	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10040465	Sexual arousal decreased	MedDRA	23.1	MedDRA
F52.3	Orgasmic dysfunction	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10031085	Orgasm abnormal	MedDRA	23.1	MedDRA
F52.4	Premature ejaculation	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10036596	Premature ejaculation	MedDRA	23.1	MedDRA
F52.5	Nonorganic vaginismus	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10037204	Psychogenic vaginismus	MedDRA	23.1	MedDRA
F52.6	Nonorganic dyspareunia	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10037193	Psychogenic dyspareunia	MedDRA	23.1	MedDRA
F52.7	Excessive sexual drive	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10066364	Hypersexuality	MedDRA	23.1	MedDRA
F52.8	"Other sexual dysfunction, not caused by organic disorder or disease"	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10040477	Sexual dysfunction	MedDRA	23.1	MedDRA
F52.9	"Unspecified sexual dysfunction, not caused by organic disorder or disease"	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10040477	Sexual dysfunction	MedDRA	23.1	MedDRA
F53	"Mental and behavioural disorders associated with the puerperium, not elsewhere classified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10027367	"Mental disorders of mother, postpartum"	MedDRA	23.1	MedDRA
F53.0	"Mild mental and behavioural disorders associated with the puerperium, not elsewhere classified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10027367	"Mental disorders of mother, postpartum"	MedDRA	23.1	MedDRA
F53.1	"Severe mental and behavioural disorders associated with the puerperium, not elsewhere classified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10027367	"Mental disorders of mother, postpartum"	MedDRA	23.1	MedDRA
F53.8	"Other mental and behavioural disorders associated with the puerperium, not elsewhere classified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10027367	"Mental disorders of mother, postpartum"	MedDRA	23.1	MedDRA
F53.9	"Puerperal mental disorder, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10027367	"Mental disorders of mother, postpartum"	MedDRA	23.1	MedDRA
F54	Psychological and behavioural factors associated with disorders or diseases classified elsewhere	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10061285	Mental disorder due to a general medical condition	MedDRA	23.1	MedDRA
F55	Abuse of non-dependence-producing substances	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10029582	Nondependent abuse of drugs	MedDRA	23.1	MedDRA
F59	Unspecified behavioural syndromes associated with physiological disturbances and physical factors	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10046120	Unspecified psychophysiological malfunction	MedDRA	23.1	MedDRA
F60	Specific personality disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10034721	Personality disorder	MedDRA	23.1	MedDRA
F60.0	Paranoid personality disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10033869	Paranoid personality disorder	MedDRA	23.1	MedDRA
F60.1	Schizoid personality disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10039624	Schizoid personality disorder	MedDRA	23.1	MedDRA
F60.2	Dissocial personality disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10013455	Dissocial personality disorder	MedDRA	23.1	MedDRA
F60.3	Emotionally unstable personality disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10079255	Emotionally unstable personality disorder	MedDRA	23.1	MedDRA
F60.4	Histrionic personality disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10020155	Histrionic personality disorder	MedDRA	23.1	MedDRA
F60.5	Anankastic personality disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10002197	Anankastic personality disorder	MedDRA	23.1	MedDRA
F60.6	Anxious [avoidant] personality disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10003865	Avoidant personality disorder	MedDRA	23.1	MedDRA
F60.7	Dependent personality disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10012355	Dependent personality disorder	MedDRA	23.1	MedDRA
F60.8	Other specific personality disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10034721	Personality disorder	MedDRA	23.1	MedDRA
F60.9	"Personality disorder, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10046097	Unspecified personality disorder	MedDRA	23.1	MedDRA
F61	Mixed and other personality disorders	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10034721	Personality disorder	MedDRA	23.1	MedDRA
F62	"Enduring personality changes, not attributable to brain damage and disease"	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10034719	Personality change	MedDRA	23.1	MedDRA
F62.0	Enduring personality change after catastrophic experience	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10034719	Personality change	MedDRA	23.1	MedDRA
F62.1	Enduring personality change after psychiatric illness	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10034719	Personality change	MedDRA	23.1	MedDRA
F62.8	Other enduring personality changes	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10034719	Personality change	MedDRA	23.1	MedDRA
F62.9	"Enduring personality change, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10034719	Personality change	MedDRA	23.1	MedDRA
F63	Habit and impulse disorders	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10061215	Impulse-control disorder	MedDRA	23.1	MedDRA
F63.0	Pathological gambling	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10034158	Pathological gambling	MedDRA	23.1	MedDRA
F63.1	Pathological fire-setting [pyromania]	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10037674	Pyromania	MedDRA	23.1	MedDRA
F63.2	Pathological stealing [kleptomania]	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10023461	Kleptomania	MedDRA	23.1	MedDRA
F63.3	Trichotillomania	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10044629	Trichotillomania	MedDRA	23.1	MedDRA
F63.8	Other habit and impulse disorders	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10061215	Impulse-control disorder	MedDRA	23.1	MedDRA
F63.9	"Habit and impulse disorder, unspecified"	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10061215	Impulse-control disorder	MedDRA	23.1	MedDRA
F64	Gender identity disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10061976	Gender identity disorder	MedDRA	23.1	MedDRA
F64.0	Transsexualism	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10044352	Transsexualism	MedDRA	23.1	MedDRA
F64.1	Dual-role transvestism	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10044458	Transvestism	MedDRA	23.1	MedDRA
F64.2	Gender identity disorder of childhood	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10086387	Gender identity disorder of childhood	MedDRA	23.1	MedDRA
F64.8	Other gender identity disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10061976	Gender identity disorder	MedDRA	23.1	MedDRA
F64.9	"Gender identity disorder, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10061976	Gender identity disorder	MedDRA	23.1	MedDRA
F65	Disorders of sexual preference	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10033888	Paraphilia	MedDRA	23.1	MedDRA
F65.0	Fetishism	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10016531	Fetishism	MedDRA	23.1	MedDRA
F65.1	Fetishistic transvestism	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10044458	Transvestism	MedDRA	23.1	MedDRA
F65.2	Exhibitionism	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10015670	Exhibitionism	MedDRA	23.1	MedDRA
F65.3	Voyeurism	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10047717	Voyeurism	MedDRA	23.1	MedDRA
F65.4	Paedophilia	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10033361	Paedophilia	MedDRA	23.1	MedDRA
F65.5	Sadomasochism	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10039368	Sadomasochism	MedDRA	23.1	MedDRA
F65.6	Multiple disorders of sexual preference	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10033888	Paraphilia	MedDRA	23.1	MedDRA
F65.8	Other disorders of sexual preference	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10033888	Paraphilia	MedDRA	23.1	MedDRA
F65.9	"Disorder of sexual preference, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10033888	Paraphilia	MedDRA	23.1	MedDRA
F66	Psychological and behavioural disorders associated with sexual development and orientation	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10037222	Psychosexual disorder	MedDRA	23.1	MedDRA
F66.0	Sexual maturation disorder	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10037222	Psychosexual disorder	MedDRA	23.1	MedDRA
F66.1	Egodystonic sexual orientation	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10037222	Psychosexual disorder	MedDRA	23.1	MedDRA
F66.2	Sexual relationship disorder	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10037222	Psychosexual disorder	MedDRA	23.1	MedDRA
F66.8	Other psychosexual development disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10037222	Psychosexual disorder	MedDRA	23.1	MedDRA
F66.9	"Psychosexual development disorder, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10046121	Unspecified psychosexual disorder	MedDRA	23.1	MedDRA
F68	Other disorders of adult personality and behaviour	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10034721	Personality disorder	MedDRA	23.1	MedDRA
F68.0	Elaboration of physical symptoms for psychological reasons	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10010123	Compensation neurosis	MedDRA	23.1	MedDRA
F68.1	"Intentional production or feigning of symptoms or disabilities, either physical or psychological [factitious disorder]"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10061595	Factitious disorder	MedDRA	23.1	MedDRA
F68.8	Other specified disorders of adult personality and behaviour	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10034721	Personality disorder	MedDRA	23.1	MedDRA
F69	Unspecified disorder of adult personality and behaviour	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10034721	Personality disorder	MedDRA	23.1	MedDRA
F70	Mild mental retardation	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10027618	Mild mental retardation	MedDRA	23.1	MedDRA
F71	Moderate mental retardation	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10027791	Moderate mental retardation	MedDRA	23.1	MedDRA
F72	Severe mental retardation	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10040443	Severe mental retardation	MedDRA	23.1	MedDRA
F73	Profound mental retardation	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10036791	Profound mental retardation	MedDRA	23.1	MedDRA
F78	Other mental retardation	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10027378	Mental retardation	MedDRA	23.1	MedDRA
F79	Unspecified mental retardation	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10046009	Unspecified mental retardation	MedDRA	23.1	MedDRA
F80	Specific developmental disorders of speech and language	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10012571	Developmental speech or language disorder	MedDRA	23.1	MedDRA
F80.0	Specific speech articulation disorder	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10041467	Speech disorder developmental	MedDRA	23.1	MedDRA
F80.1	Expressive language disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10015715	Expressive language disorder	MedDRA	23.1	MedDRA
F80.2	Receptive language disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10083085	Receptive language disorder	MedDRA	23.1	MedDRA
F80.3	Acquired aphasia with epilepsy [Landau-Kleffner]	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10052075	Acquired epileptic aphasia	MedDRA	23.1	MedDRA
F80.8	Other developmental disorders of speech and language	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10012571	Developmental speech or language disorder	MedDRA	23.1	MedDRA
F80.9	"Developmental disorder of speech and language, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10012571	Developmental speech or language disorder	MedDRA	23.1	MedDRA
F81	Specific developmental disorders of scholastic skills	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10086731	Developmental disorder of scholastic skills	MedDRA	23.1	MedDRA
F81.0	Specific reading disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10012569	Developmental reading disorder	MedDRA	23.1	MedDRA
F81.1	Specific spelling disorder	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10086731	Developmental disorder of scholastic skills	MedDRA	23.1	MedDRA
F81.2	Specific disorder of arithmetical skills	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10012555	Developmental arithmetical disorder	MedDRA	23.1	MedDRA
F81.3	Mixed disorder of scholastic skills	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10086731	Developmental disorder of scholastic skills	MedDRA	23.1	MedDRA
F81.8	Other developmental disorders of scholastic skills	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10086731	Developmental disorder of scholastic skills	MedDRA	23.1	MedDRA
F81.9	"Developmental disorder of scholastic skills, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10086731	Developmental disorder of scholastic skills	MedDRA	23.1	MedDRA
F82	Specific developmental disorder of motor function	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10070302	Motor developmental delay	MedDRA	23.1	MedDRA
F83	Mixed specific developmental disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10027758	Mixed development disorder	MedDRA	23.1	MedDRA
F84	Pervasive developmental disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10061345	Pervasive developmental disorder	MedDRA	23.1	MedDRA
F84.0	Childhood autism	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10008520	Childhood autism	MedDRA	23.1	MedDRA
F84.1	Atypical autism	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10003747	Atypical autism	MedDRA	23.1	MedDRA
F84.2	Rett syndrome	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10077709	Rett syndrome	MedDRA	23.1	MedDRA
F84.3	Other childhood disintegrative disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10008522	Childhood disintegrative disorder	MedDRA	23.1	MedDRA
F84.4	Overactive disorder associated with mental retardation and stereotyped movements	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10064062	Neurodevelopmental disorder	MedDRA	23.1	MedDRA
F84.5	Asperger syndrome	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10003485	Asperger's syndrome	MedDRA	23.1	MedDRA
F84.8	Other pervasive developmental disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10061345	Pervasive developmental disorder	MedDRA	23.1	MedDRA
F84.9	"Pervasive developmental disorder, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10061345	Pervasive developmental disorder	MedDRA	23.1	MedDRA
F88	Other disorders of psychological development	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10086735	Psychological disorder	MedDRA	23.1	MedDRA
F89	Unspecified disorder of psychological development	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10086735	Psychological disorder	MedDRA	23.1	MedDRA
F90	Hyperkinetic disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10020658	Hyperkinetic syndrome	MedDRA	23.1	MedDRA
F90.0	Disturbance of activity and attention	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10083622	Attention deficit hyperactivity disorder	MedDRA	23.1	MedDRA
F90.1	Hyperkinetic conduct disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10020658	Hyperkinetic syndrome	MedDRA	23.1	MedDRA
F90.8	Other hyperkinetic disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10020658	Hyperkinetic syndrome	MedDRA	23.1	MedDRA
F90.9	"Hyperkinetic disorder, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10020658	Hyperkinetic syndrome	MedDRA	23.1	MedDRA
F91	Conduct disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10064478	Conduct disorder	MedDRA	23.1	MedDRA
F91.0	Conduct disorder confined to the family context	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10064478	Conduct disorder	MedDRA	23.1	MedDRA
F91.1	Unsocialized conduct disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10045557	Unsocialized disturbance of conduct	MedDRA	23.1	MedDRA
F91.2	Socialized conduct disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10041254	Socialized conduct disorder	MedDRA	23.1	MedDRA
F91.3	Oppositional defiant disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10056440	Oppositional defiant disorder	MedDRA	23.1	MedDRA
F91.8	Other conduct disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10064478	Conduct disorder	MedDRA	23.1	MedDRA
F91.9	"Conduct disorder, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10010278	"Conduction disorder, unspecified"	MedDRA	23.1	MedDRA
F92	Mixed disorders of conduct and emotions	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10027760	Mixed disturbance of conduct and emotions	MedDRA	23.1	MedDRA
F92.0	Depressive conduct disorder	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10064478	Conduct disorder	MedDRA	23.1	MedDRA
F92.8	Other mixed disorders of conduct and emotions	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10027760	Mixed disturbance of conduct and emotions	MedDRA	23.1	MedDRA
F92.9	"Mixed disorder of conduct and emotions, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10027760	Mixed disturbance of conduct and emotions	MedDRA	23.1	MedDRA
F93	Emotional disorders with onset specific to childhood	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10014552	Emotional disorder of childhood	MedDRA	23.1	MedDRA
F93.0	Separation anxiety disorder of childhood	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10040045	Separation anxiety disorder	MedDRA	23.1	MedDRA
F93.1	Phobic anxiety disorder of childhood	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10034917	Phobic anxiety	MedDRA	23.1	MedDRA
F93.2	Social anxiety disorder of childhood	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10041242	Social anxiety disorder	MedDRA	23.1	MedDRA
F93.3	Sibling rivalry disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10086385	Sibling rivalry disorder	MedDRA	23.1	MedDRA
F93.8	Other childhood emotional disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10014552	Emotional disorder of childhood	MedDRA	23.1	MedDRA
F93.9	"Childhood emotional disorder, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10014552	Emotional disorder of childhood	MedDRA	23.1	MedDRA
F94	Disorders of social functioning with onset specific to childhood and adolescence	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10080111	Childhood disorder of social functioning	MedDRA	23.1	MedDRA
F94.0	Elective mutism	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10014354	Elective mutism	MedDRA	23.1	MedDRA
F94.1	Reactive attachment disorder of childhood	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10037996	Reactive attachment disorder of infancy or early childhood	MedDRA	23.1	MedDRA
F94.2	Disinhibited attachment disorder of childhood	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10078071	Disinhibited social engagement disorder of childhood	MedDRA	23.1	MedDRA
F94.8	Other childhood disorders of social functioning	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10080111	Childhood disorder of social functioning	MedDRA	23.1	MedDRA
F94.9	"Childhood disorder of social functioning, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10080111	Childhood disorder of social functioning	MedDRA	23.1	MedDRA
F95	Tic disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10043833	Tic	MedDRA	23.1	MedDRA
F95.0	Transient tic disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10076694	Provisional tic disorder	MedDRA	23.1	MedDRA
F95.1	Chronic motor or vocal tic disorder	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10068454	Chronic motor or vocal tic disorder	MedDRA	23.1	MedDRA
F95.2	Combined vocal and multiple motor tic disorder [de la Tourette]	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10044127	Tourette's syndrome	MedDRA	23.1	MedDRA
F95.8	Other tic disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10043833	Tic	MedDRA	23.1	MedDRA
F95.9	"Tic disorder, unspecified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10043834	"Tic disorder, unspecified"	MedDRA	23.1	MedDRA
F98	Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10014552	Emotional disorder of childhood	MedDRA	23.1	MedDRA
F98.0	Nonorganic enuresis	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10014930	Enuresis (non-organic)	MedDRA	23.1	MedDRA
F98.1	Nonorganic encopresis	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10014643	Encopresis	MedDRA	23.1	MedDRA
F98.2	Feeding disorder of infancy and childhood	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10016318	Feeding disorder of infancy or early childhood	MedDRA	23.1	MedDRA
F98.3	Pica of infancy and childhood	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10035001	Pica	MedDRA	23.1	MedDRA
F98.4	Stereotyped movement disorders	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10042005	Stereotypic movement disorder	MedDRA	23.1	MedDRA
F98.5	Stuttering [stammering]	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10042267	Stuttering	MedDRA	23.1	MedDRA
F98.6	Cluttering	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10009699	Cluttering	MedDRA	23.1	MedDRA
F98.8	Other specified behavioural and emotional disorders with onset usually occurring in childhood and adolescence	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10014552	Emotional disorder of childhood	MedDRA	23.1	MedDRA
F98.9	Unspecified behavioural and emotional disorders with onset usually occurring in childhood and adolescence	ICD-10	2019	ICD-10	Loss of Information	Loss of Information	1	10014552	Emotional disorder of childhood	MedDRA	23.1	MedDRA
F99	"Mental disorder, not otherwise specified"	ICD-10	2019	ICD-10	Equivalent	Equivalent	1	10061284	Mental disorder	MedDRA	23.1	MedDRA
