"CODE","PT","RELATIONSHIP_TO_TARGET","TARGET_CODE","TARGET_TERM","TARGET_TERM_TYPE","TARGET_TERMINOLOGY","TARGET_TERMINOLOGY_VERSION"
"C9005","Malignant Pancreatic Neoplasm","Broader Than","157.2","Malignant neoplasm of tail of pancreas","PT","ICD9CM 2014","N/A"
"C9005","Malignant Pancreatic Neoplasm","Related To","157.9","Malignant neoplasm of pancreas, part unspecified","PT","ICD9CM 2014","N/A"
"C9005","Malignant Pancreatic Neoplasm","Broader Than","157.1","Malignant neoplasm of body of pancreas","PT","ICD9CM 2014","N/A"
"C9005","Malignant Pancreatic Neoplasm","Broader Than","157.3","Malignant neoplasm of pancreatic duct","PT","ICD9CM 2014","N/A"
"C9005","Malignant Pancreatic Neoplasm","Related To","157.8","Malignant neoplasm of other specified sites of pancreas","PT","ICD9CM 2014","N/A"
"C9005","Malignant Pancreatic Neoplasm","Broader Than","157.0","Malignant neoplasm of head of pancreas","PT","ICD9CM 2014","N/A"
"C8923","Acute Erythroid Leukemia","Related To","207.0","Acute erythremia and erythroleukemia","PT","ICD9CM 2014","N/A"
"C8923","Acute Erythroid Leukemia","Related To","207.00","Acute erythremia and erythroleukemia without mention of having achieved remission","PT","ICD9CM 2014","N/A"
"C3517","Mixed Cellularity Classic Hodgkin Lymphoma","Has Synonym","201.6","Hodgkin's disease, mixed cellularity","PT","ICD9CM 2014","N/A"
"C3517","Mixed Cellularity Classic Hodgkin Lymphoma","Related To","201.61","Hodgkin's disease, mixed cellularity, involving lymph nodes of head, face, and neck","PT","ICD9CM 2014","N/A"
"C3517","Mixed Cellularity Classic Hodgkin Lymphoma","Related To","201.68","Hodgkin's disease, mixed cellularity, involving lymph nodes of multiple sites","PT","ICD9CM 2014","N/A"
"C29878","Family Cancer History","Broader Than","V16.0","Family history of malignant neoplasm of gastrointestinal tract","PT","ICD9CM 2014","N/A"
"C29878","Family Cancer History","Broader Than","V16.7","Family history of other lymphatic and hematopoietic neoplasms","PT","ICD9CM 2014","N/A"
"C29878","Family Cancer History","Broader Than","V16.3","Family history of malignant neoplasm of breast","PT","ICD9CM 2014","N/A"
"C29878","Family Cancer History","Broader Than","V16.6","Family history of leukemia","PT","ICD9CM 2014","N/A"
"C29878","Family Cancer History","Broader Than","V16.41","Family history of malignant neoplasm of ovary","PT","ICD9CM 2014","N/A"
"C29878","Family Cancer History","Broader Than","V16.42","Family history of malignant neoplasm of prostate","PT","ICD9CM 2014","N/A"
"C29878","Family Cancer History","Broader Than","V16.43","Family history of malignant neoplasm of testis","PT","ICD9CM 2014","N/A"
"C29878","Family Cancer History","Broader Than","V16.51","Family history of malignant neoplasm of kidney","PT","ICD9CM 2014","N/A"
"C29878","Family Cancer History","Broader Than","V16.59","Family history of malignant neoplasm of other urinary organs","PT","ICD9CM 2014","N/A"
"C29878","Family Cancer History","Broader Than","V16.9","Family history of unspecified malignant neoplasm","PT","ICD9CM 2014","N/A"
"C29878","Family Cancer History","Broader Than","V16.40","Family history of malignant neoplasm of unspecified genital organ","PT","ICD9CM 2014","N/A"
"C29878","Family Cancer History","Broader Than","V16.2","Family history of malignant neoplasm of other respiratory and intrathoracic organs","PT","ICD9CM 2014","N/A"
"C29878","Family Cancer History","Broader Than","V16.49","Family history of malignant neoplasm of other genital organ","PT","ICD9CM 2014","N/A"
"C9331","Malignant Gastric Neoplasm","Related To","151.8","Malignant neoplasm of other specified sites of stomach","PT","ICD9CM 2014","N/A"
"C9331","Malignant Gastric Neoplasm","Broader Than","151.0","Malignant neoplasm of cardia","PT","ICD9CM 2014","N/A"
"C9331","Malignant Gastric Neoplasm","Related To","151.9","Malignant neoplasm of stomach, unspecified","PT","ICD9CM 2014","N/A"
"C9331","Malignant Gastric Neoplasm","Broader Than","151.1","Malignant neoplasm of pylorus","PT","ICD9CM 2014","N/A"
"C9331","Malignant Gastric Neoplasm","Broader Than","151.2","Malignant neoplasm of pyloric antrum","PT","ICD9CM 2014","N/A"
"C9331","Malignant Gastric Neoplasm","Broader Than","151.4","Malignant neoplasm of body of stomach","PT","ICD9CM 2014","N/A"
"C9331","Malignant Gastric Neoplasm","Related To","151","Malignant neoplasm of stomach","PT","ICD9CM 2014","N/A"
"C2917","Carcinoma In Situ","Related To","234.9","Carcinoma in situ, site unspecified","PT","ICD9CM 2014","N/A"
"C65157","Neoplasm, Uncertain Whether Benign or Malignant","Related To","238.9","Neoplasm of uncertain behavior, site unspecified","PT","ICD9CM 2014","N/A"
"C65157","Neoplasm, Uncertain Whether Benign or Malignant","Related To","238.8","Neoplasm of uncertain behavior of other specified sites","PT","ICD9CM 2014","N/A"
"C65157","Neoplasm, Uncertain Whether Benign or Malignant","Related To","238","Neoplasm of uncertain behavior of other and unspecified sites and tissues","PT","ICD9CM 2014","N/A"
"C4337","Mantle Cell Lymphoma","Related To","200.40","Mantle cell lymphoma, unspecified site, extranodal and solid organ sites","PT","ICD9CM 2014","N/A"
"C4337","Mantle Cell Lymphoma","Has Synonym","200.4","Mantle cell lymphoma","PT","ICD9CM 2014","N/A"
"C3720","Anaplastic Large Cell Lymphoma","Related To","200.68","Anaplastic large cell lymphoma involving lymph nodes of multiple sites","PT","ICD9CM 2014","N/A"
"C3720","Anaplastic Large Cell Lymphoma","Has Synonym","200.6","Anaplastic large cell lymphoma","PT","ICD9CM 2014","N/A"
"C3720","Anaplastic Large Cell Lymphoma","Related To","200.61","Anaplastic large cell lymphoma involving lymph nodes of head, face, and neck","PT","ICD9CM 2014","N/A"
"C3720","Anaplastic Large Cell Lymphoma","Related To","200.60","Anaplastic large cell lymphoma, unspecified site, extranodal and solid organ sites","PT","ICD9CM 2014","N/A"
"C3163","Chronic Lymphocytic Leukemia","Related To","204.10","Chronic lymphoid leukemia without mention of having achieved remission","PT","ICD9CM 2014","N/A"
"C3163","Chronic Lymphocytic Leukemia","Has Synonym","204.1","Lymphoid leukemia, chronic","PT","ICD9CM 2014","N/A"
"C4577","Malignant Cerebral Neoplasm","Broader Than","191.2","Malignant neoplasm of temporal lobe","PT","ICD9CM 2014","N/A"
"C4577","Malignant Cerebral Neoplasm","Broader Than","191.4","Malignant neoplasm of occipital lobe","PT","ICD9CM 2014","N/A"
"C4577","Malignant Cerebral Neoplasm","Broader Than","191.5","Malignant neoplasm of ventricles","PT","ICD9CM 2014","N/A"
"C4577","Malignant Cerebral Neoplasm","Broader Than","191.3","Malignant neoplasm of parietal lobe","PT","ICD9CM 2014","N/A"
"C4577","Malignant Cerebral Neoplasm","Related To","191.0","Malignant neoplasm of cerebrum, except lobes and ventricles","PT","ICD9CM 2014","N/A"
"C4577","Malignant Cerebral Neoplasm","Broader Than","191.1","Malignant neoplasm of frontal lobe","PT","ICD9CM 2014","N/A"
"C9087","Kaposi Sarcoma","Has Synonym","176","Kaposi's sarcoma","PT","ICD9CM 2014","N/A"
"C9087","Kaposi Sarcoma","Broader Than","176.3","Kaposi's sarcoma, gastrointestinal sites","PT","ICD9CM 2014","N/A"
"C2915","Carcinoid Tumor","Related To","209.60","Benign carcinoid tumor of unknown primary site","PT","ICD9CM 2014","N/A"
"C9345","Malignant Tongue Neoplasm","Broader Than","141.1","Malignant neoplasm of dorsal surface of tongue","PT","ICD9CM 2014","N/A"
"C9345","Malignant Tongue Neoplasm","Has Synonym","141","Malignant neoplasm of tongue","PT","ICD9CM 2014","N/A"
"C9345","Malignant Tongue Neoplasm","Related To","141.8","Malignant neoplasm of other sites of tongue","PT","ICD9CM 2014","N/A"
"C9345","Malignant Tongue Neoplasm","Broader Than","141.2","Malignant neoplasm of tip and lateral border of tongue","PT","ICD9CM 2014","N/A"
"C9345","Malignant Tongue Neoplasm","Related To","141.9","Malignant neoplasm of tongue, unspecified","PT","ICD9CM 2014","N/A"
"C9345","Malignant Tongue Neoplasm","Broader Than","141.3","Malignant neoplasm of ventral surface of tongue","PT","ICD9CM 2014","N/A"
"C7485","Malignant Lip Neoplasm","Broader Than","140.5","Malignant neoplasm of lip, unspecified, inner aspect","PT","ICD9CM 2014","N/A"
"C7485","Malignant Lip Neoplasm","Broader Than","140.0","Malignant neoplasm of upper lip, vermilion border","PT","ICD9CM 2014","N/A"
"C7485","Malignant Lip Neoplasm","Broader Than","140.9","Malignant neoplasm of lip, unspecified, vermilion border","PT","ICD9CM 2014","N/A"
"C7485","Malignant Lip Neoplasm","Has Synonym","140","Malignant neoplasm of lip","PT","ICD9CM 2014","N/A"
"C7485","Malignant Lip Neoplasm","Related To","173.00","Unspecified malignant neoplasm of skin of lip","PT","ICD9CM 2014","N/A"
"C7485","Malignant Lip Neoplasm","Broader Than","140.1","Malignant neoplasm of lower lip, vermilion border","PT","ICD9CM 2014","N/A"
"C7485","Malignant Lip Neoplasm","Related To","173.0","Other malignant neoplasm of skin of lip","PT","ICD9CM 2014","N/A"
"C7485","Malignant Lip Neoplasm","Broader Than","140.4","Malignant neoplasm of lower lip, inner aspect","PT","ICD9CM 2014","N/A"
"C3170","Acute Megakaryoblastic Leukemia","Has Synonym","207.2","Megakaryocytic leukemia","PT","ICD9CM 2014","N/A"
"C3407","Essential Thrombocythemia","Has Synonym","238.71","Essential thrombocythemia","PT","ICD9CM 2014","N/A"
"C3520","Myeloid Sarcoma","Has Synonym","205.3","Myeloid sarcoma","PT","ICD9CM 2014","N/A"
"C3520","Myeloid Sarcoma","Related To","205.30","Myeloid sarcoma without mention of having achieved remission","PT","ICD9CM 2014","N/A"
"C2862","Primary Myelofibrosis","Has Synonym","238.76","Myelofibrosis with myeloid metaplasia","PT","ICD9CM 2014","N/A"
"C3568","Malignant Brain Neoplasm","Related To","191.8","Malignant neoplasm of other parts of brain","PT","ICD9CM 2014","N/A"
"C3568","Malignant Brain Neoplasm","Has Synonym","191","Malignant neoplasm of brain","PT","ICD9CM 2014","N/A"
"C3568","Malignant Brain Neoplasm","Related To","191.9","Malignant neoplasm of brain, unspecified","PT","ICD9CM 2014","N/A"
"C4913","Malignant Female Reproductive System Neoplasm","Related To","183.9","Malignant neoplasm of uterine adnexa, unspecified","PT","ICD9CM 2014","N/A"
"C4913","Malignant Female Reproductive System Neoplasm","Broader Than","183","Malignant neoplasm of ovary and other uterine adnexa","PT","ICD9CM 2014","N/A"
"C4913","Malignant Female Reproductive System Neoplasm","Related To","184","Malignant neoplasm of other and unspecified female genital organs","PT","ICD9CM 2014","N/A"
"C4913","Malignant Female Reproductive System Neoplasm","Related To","184.9","Malignant neoplasm of female genital organ, site unspecified","PT","ICD9CM 2014","N/A"
"C4340","Peripheral T-Cell Lymphoma, Not Otherwise Specified","Related To","202.70","Peripheral T-cell lymphoma, unspecified site, extranodal and solid organ sites","PT","ICD9CM 2014","N/A"
"C4340","Peripheral T-Cell Lymphoma, Not Otherwise Specified","Narrower Than","202.7","Peripheral T-cell lymphoma","PT","ICD9CM 2014","N/A"
"C9321","Malignant Nasopharyngeal Neoplasm","Related To","147.9","Malignant neoplasm of nasopharynx, unspecified","PT","ICD9CM 2014","N/A"
"C9321","Malignant Nasopharyngeal Neoplasm","Broader Than","147.2","Malignant neoplasm of lateral wall of nasopharynx","PT","ICD9CM 2014","N/A"
"C9321","Malignant Nasopharyngeal Neoplasm","Broader Than","147.3","Malignant neoplasm of anterior wall of nasopharynx","PT","ICD9CM 2014","N/A"
"C9321","Malignant Nasopharyngeal Neoplasm","Has Synonym","147","Malignant neoplasm of nasopharynx","PT","ICD9CM 2014","N/A"
"C9321","Malignant Nasopharyngeal Neoplasm","Broader Than","147.0","Malignant neoplasm of superior wall of nasopharynx","PT","ICD9CM 2014","N/A"
"C9321","Malignant Nasopharyngeal Neoplasm","Related To","147.8","Malignant neoplasm of other specified sites of nasopharynx","PT","ICD9CM 2014","N/A"
"C9321","Malignant Nasopharyngeal Neoplasm","Broader Than","147.1","Malignant neoplasm of posterior wall of nasopharynx","PT","ICD9CM 2014","N/A"
"C4904","Metastatic Malignant Neoplasm in the Lymph Nodes","Related To","196.8","Secondary and unspecified malignant neoplasm of lymph nodes of multiple sites","PT","ICD9CM 2014","N/A"
"C4904","Metastatic Malignant Neoplasm in the Lymph Nodes","Related To","196.5","Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb","PT","ICD9CM 2014","N/A"
"C4904","Metastatic Malignant Neoplasm in the Lymph Nodes","Related To","196","Secondary and unspecified malignant neoplasm of lymph nodes","PT","ICD9CM 2014","N/A"
"C4904","Metastatic Malignant Neoplasm in the Lymph Nodes","Related To","196.0","Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck","PT","ICD9CM 2014","N/A"
"C4904","Metastatic Malignant Neoplasm in the Lymph Nodes","Related To","196.9","Secondary and unspecified malignant neoplasm of lymph nodes, site unspecified","PT","ICD9CM 2014","N/A"
"C3178","Chronic Myelomonocytic Leukemia","Related To","206.10","Chronic monocytic leukemia without mention of having achieved remission","PT","ICD9CM 2014","N/A"
"C3178","Chronic Myelomonocytic Leukemia","Related To","206.1","Monocytic leukemia, chronic","PT","ICD9CM 2014","N/A"
"C3677","Benign Neoplasm","Related To","229","Benign neoplasm of other and unspecified sites","PT","ICD9CM 2014","N/A"
"C3246","Mycosis Fungoides","Has Synonym","202.1","Mycosis fungoides","PT","ICD9CM 2014","N/A"
"C3246","Mycosis Fungoides","Related To","202.10","Mycosis fungoides, unspecified site, extranodal and solid organ sites","PT","ICD9CM 2014","N/A"
"C3246","Mycosis Fungoides","Related To","202.18","Mycosis fungoides involving lymph nodes of multiple sites","PT","ICD9CM 2014","N/A"
"C3773","Neuroendocrine Carcinoma","Related To","209.30","Malignant poorly differentiated neuroendocrine carcinoma, any site","PT","ICD9CM 2014","N/A"
"C3773","Neuroendocrine Carcinoma","Related To","209.3","Malignant poorly differentiated neuroendocrine tumors","PT","ICD9CM 2014","N/A"
"C9314","Malignant Oral Cavity Neoplasm","Related To","145.8","Malignant neoplasm of other specified parts of mouth","PT","ICD9CM 2014","N/A"
"C9314","Malignant Oral Cavity Neoplasm","Related To","145.9","Malignant neoplasm of mouth, unspecified","PT","ICD9CM 2014","N/A"
"C9314","Malignant Oral Cavity Neoplasm","Related To","145","Malignant neoplasm of other and unspecified parts of mouth","PT","ICD9CM 2014","N/A"
"C9314","Malignant Oral Cavity Neoplasm","Broader Than","145.1","Malignant neoplasm of vestibule of mouth","PT","ICD9CM 2014","N/A"
"C9314","Malignant Oral Cavity Neoplasm","Broader Than","145.6","Malignant neoplasm of retromolar area","PT","ICD9CM 2014","N/A"
"C7251","Malignant Testicular Neoplasm","Has Synonym","186","Malignant neoplasm of testis","PT","ICD9CM 2014","N/A"
"C7251","Malignant Testicular Neoplasm","Related To","186.9","Malignant neoplasm of other and unspecified testis","PT","ICD9CM 2014","N/A"
"C7251","Malignant Testicular Neoplasm","Broader Than","186.0","Malignant neoplasm of undescended testis","PT","ICD9CM 2014","N/A"
"C8609","Malignant Hepatobiliary Neoplasm","Broader Than","156.8","Malignant neoplasm of other specified sites of gallbladder and extrahepatic bile ducts","PT","ICD9CM 2014","N/A"
"C8609","Malignant Hepatobiliary Neoplasm","Related To","156.9","Malignant neoplasm of biliary tract, part unspecified","PT","ICD9CM 2014","N/A"
"C8609","Malignant Hepatobiliary Neoplasm","Broader Than","156","Malignant neoplasm of gallbladder and extrahepatic bile ducts","PT","ICD9CM 2014","N/A"
"C8609","Malignant Hepatobiliary Neoplasm","Broader Than","155.1","Malignant neoplasm of intrahepatic bile ducts","PT","ICD9CM 2014","N/A"
"C8609","Malignant Hepatobiliary Neoplasm","Broader Than","155","Malignant neoplasm of liver and intrahepatic bile ducts","PT","ICD9CM 2014","N/A"
"C8609","Malignant Hepatobiliary Neoplasm","Related To","155.2","Malignant neoplasm of liver, not specified as primary or secondary","PT","ICD9CM 2014","N/A"
"C9300","Acute Leukemia","Related To","208.00","Acute leukemia of unspecified cell type without mention of having achieved remission","PT","ICD9CM 2014","N/A"
"C9300","Acute Leukemia","Related To","208.0","Leukemia of unspecified cell type, acute","PT","ICD9CM 2014","N/A"
"C3770","Pancreatic Neuroendocrine Carcinoma","Has Synonym","157.4","Malignant neoplasm of islets of Langerhans","PT","ICD9CM 2014","N/A"
"C3434","Uterine Corpus Leiomyoma","Related To","218.9","Leiomyoma of uterus, unspecified","PT","ICD9CM 2014","N/A"
"C3434","Uterine Corpus Leiomyoma","Related To","218.0","Submucous leiomyoma of uterus","PT","ICD9CM 2014","N/A"
"C9231","Merkel Cell Carcinoma","Related To","209.36","Merkel cell carcinoma of other sites","PT","ICD9CM 2014","N/A"
"C3898","Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue","Related To","200.30","Marginal zone lymphoma, unspecified site, extranodal and solid organ sites","PT","ICD9CM 2014","N/A"
"C9318","Malignant Floor of the Mouth Neoplasm","Broader Than","144.0","Malignant neoplasm of anterior portion of floor of mouth","PT","ICD9CM 2014","N/A"
"C9318","Malignant Floor of the Mouth Neoplasm","Broader Than","144.1","Malignant neoplasm of lateral portion of floor of mouth","PT","ICD9CM 2014","N/A"
"C9318","Malignant Floor of the Mouth Neoplasm","Related To","144.8","Malignant neoplasm of other sites of floor of mouth","PT","ICD9CM 2014","N/A"
"C9318","Malignant Floor of the Mouth Neoplasm","Has Synonym","144","Malignant neoplasm of floor of mouth","PT","ICD9CM 2014","N/A"
"C9318","Malignant Floor of the Mouth Neoplasm","Related To","144.9","Malignant neoplasm of floor of mouth, part unspecified","PT","ICD9CM 2014","N/A"
"C3336","Polycythemia Vera","Has Synonym","238.4","Polycythemia vera","PT","ICD9CM 2014","N/A"
"C7523","Malignant Small Intestinal Neoplasm","Related To","152","Malignant neoplasm of small intestine, including duodenum","PT","ICD9CM 2014","N/A"
"C7523","Malignant Small Intestinal Neoplasm","Broader Than","152.2","Malignant neoplasm of ileum","PT","ICD9CM 2014","N/A"
"C7523","Malignant Small Intestinal Neoplasm","Broader Than","152.1","Malignant neoplasm of jejunum","PT","ICD9CM 2014","N/A"
"C7523","Malignant Small Intestinal Neoplasm","Related To","152.9","Malignant neoplasm of small intestine, unspecified","PT","ICD9CM 2014","N/A"
"C6867","Myelodysplastic Syndrome with Isolated del(5q)","Has Synonym","238.74","Myelodysplastic syndrome with 5q deletion","PT","ICD9CM 2014","N/A"
"C9317","Malignant Gingival Neoplasm","Related To","143.9","Malignant neoplasm of gum, unspecified","PT","ICD9CM 2014","N/A"
"C9317","Malignant Gingival Neoplasm","Broader Than","143.1","Malignant neoplasm of lower gum","PT","ICD9CM 2014","N/A"
"C9317","Malignant Gingival Neoplasm","Broader Than","143.0","Malignant neoplasm of upper gum","PT","ICD9CM 2014","N/A"
"C9317","Malignant Gingival Neoplasm","Related To","143.8","Malignant neoplasm of other sites of gum","PT","ICD9CM 2014","N/A"
"C9317","Malignant Gingival Neoplasm","Has Synonym","143","Malignant neoplasm of gum","PT","ICD9CM 2014","N/A"
"C4341","Marginal Zone Lymphoma","Has Synonym","200.3","Marginal zone lymphoma","PT","ICD9CM 2014","N/A"
"C4341","Marginal Zone Lymphoma","Related To","200.35","Marginal zone lymphoma involving lymph nodes of inguinal region and lower limb","PT","ICD9CM 2014","N/A"
"C4890","Malignant Digestive System Neoplasm","Related To","159.8","Malignant neoplasm of other sites of digestive system and intra-abdominal organs","PT","ICD9CM 2014","N/A"
"C4890","Malignant Digestive System Neoplasm","Broader Than","154.8","Malignant neoplasm of other sites of rectum, rectosigmoid junction, and anus","PT","ICD9CM 2014","N/A"
"C4890","Malignant Digestive System Neoplasm","Related To","159.9","Malignant neoplasm of ill-defined sites within the digestive organs and peritoneum","PT","ICD9CM 2014","N/A"
"C4890","Malignant Digestive System Neoplasm","Broader Than","154","Malignant neoplasm of rectum, rectosigmoid junction, and anus","PT","ICD9CM 2014","N/A"
"C4890","Malignant Digestive System Neoplasm","Related To","159","Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum","PT","ICD9CM 2014","N/A"
"C27134","Hematopoietic and Lymphoid Cell Neoplasm","Related To","238.79","Other lymphatic and hematopoietic tissues","PT","ICD9CM 2014","N/A"
"C27134","Hematopoietic and Lymphoid Cell Neoplasm","Broader Than","238.7","Neoplasm of uncertain behavior of other lymphatic and hematopoietic tissues","PT","ICD9CM 2014","N/A"
"C9311","Malignant Cervical Neoplasm","Related To","180.8","Malignant neoplasm of other specified sites of cervix","PT","ICD9CM 2014","N/A"
"C9311","Malignant Cervical Neoplasm","Related To","180.9","Malignant neoplasm of cervix uteri, unspecified","PT","ICD9CM 2014","N/A"
"C9311","Malignant Cervical Neoplasm","Has Synonym","180","Malignant neoplasm of cervix uteri","PT","ICD9CM 2014","N/A"
"C2962","Seizure","Related To","780.39","Other convulsions","PT","ICD9CM 2014","N/A"
"C9338","Malignant Adrenal Gland Neoplasm","Has Synonym","194.0","Malignant neoplasm of adrenal gland","PT","ICD9CM 2014","N/A"
"C3262","Neoplasm","Broader Than","239","Neoplasms of unspecified nature","PT","ICD9CM 2014","N/A"
"C3262","Neoplasm","Related To","239.9","Neoplasm of unspecified nature, site unspecified","PT","ICD9CM 2014","N/A"
"C7431","Malignant Ovarian Neoplasm","Has Synonym","183.0","Malignant neoplasm of ovary","PT","ICD9CM 2014","N/A"
"C7190","Malignant Hypopharyngeal Neoplasm","Related To","148.9","Malignant neoplasm of hypopharynx, unspecified","PT","ICD9CM 2014","N/A"
"C7190","Malignant Hypopharyngeal Neoplasm","Broader Than","148.2","Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect","PT","ICD9CM 2014","N/A"
"C7190","Malignant Hypopharyngeal Neoplasm","Has Synonym","148","Malignant neoplasm of hypopharynx","PT","ICD9CM 2014","N/A"
"C3052","Digestive System Neoplasm","Broader Than","235.2","Neoplasm of uncertain behavior of stomach, intestines, and rectum","PT","ICD9CM 2014","N/A"
"C3052","Digestive System Neoplasm","Broader Than","239.0","Neoplasm of unspecified nature of digestive system","PT","ICD9CM 2014","N/A"
"C7484","Malignant Laryngeal Neoplasm","Related To","161.8","Malignant neoplasm of other specified sites of larynx","PT","ICD9CM 2014","N/A"
"C7484","Malignant Laryngeal Neoplasm","Related To","161.9","Malignant neoplasm of larynx, unspecified","PT","ICD9CM 2014","N/A"
"C7484","Malignant Laryngeal Neoplasm","Has Synonym","161","Malignant neoplasm of larynx","PT","ICD9CM 2014","N/A"
"C7404","Malignant Tonsillar Neoplasm","Has Synonym","146.0","Malignant neoplasm of tonsil","PT","ICD9CM 2014","N/A"
"C7404","Malignant Tonsillar Neoplasm","Broader Than","141.6","Malignant neoplasm of lingual tonsil","PT","ICD9CM 2014","N/A"
"C7404","Malignant Tonsillar Neoplasm","Broader Than","149.1","Malignant neoplasm of waldeyer's ring","PT","ICD9CM 2014","N/A"
"C7402","Hairy Cell Leukemia","Has Synonym","202.4","Leukemic reticuloendotheliosis","PT","ICD9CM 2014","N/A"
"C4819","Skin Squamous Cell Carcinoma","Related To","173.92","Squamous cell carcinoma of skin, site unspecified","PT","ICD9CM 2014","N/A"
"C3641","Stage 0 Breast Cancer AJCC v6 and v7","Narrower Than","233.0","Carcinoma in situ of breast","PT","ICD9CM 2014","N/A"
"C3641","Stage 0 Breast Cancer AJCC v6 and v7","Related To","233","Carcinoma in situ of breast and genitourinary system","PT","ICD9CM 2014","N/A"
"C8559","Metastatic Paraganglioma","Related To","194.6","Malignant neoplasm of aortic body and other paraganglia","PT","ICD9CM 2014","N/A"
"C72074","Atypical Carcinoid Tumor","Related To","209.2","Malignant carcinoid tumors of other and unspecified sites","PT","ICD9CM 2014","N/A"
"C72074","Atypical Carcinoid Tumor","Related To","209.29","Malignant carcinoid tumors of other sites","PT","ICD9CM 2014","N/A"
"C72074","Atypical Carcinoid Tumor","Related To","209.20","Malignant carcinoid tumor of unknown primary site","PT","ICD9CM 2014","N/A"
"C4665","Plasma Cell Neoplasm","Broader Than","238.6","Neoplasm of uncertain behavior of plasma cells","PT","ICD9CM 2014","N/A"
"C3180","Plasma Cell Leukemia","Has Synonym","203.1","Plasma cell leukemia","PT","ICD9CM 2014","N/A"
"C4013","Malignant Head and Neck Neoplasm","Broader Than","160","Malignant neoplasm of nasal cavities, middle ear, and accessory sinuses","PT","ICD9CM 2014","N/A"
"C4013","Malignant Head and Neck Neoplasm","Related To","195.0","Malignant neoplasm of head, face, and neck","PT","ICD9CM 2014","N/A"
"C3576","Malignant Thoracic Neoplasm","Has Synonym","195.1","Malignant neoplasm of thorax","PT","ICD9CM 2014","N/A"
"C3576","Malignant Thoracic Neoplasm","Related To","165.8","Malignant neoplasm of other sites within the respiratory system and intrathoracic organs","PT","ICD9CM 2014","N/A"
"C3576","Malignant Thoracic Neoplasm","Related To","165","Malignant neoplasm of other and ill-defined sites within the respiratory system and intrathoracic organs","PT","ICD9CM 2014","N/A"
"C3576","Malignant Thoracic Neoplasm","Related To","164","Malignant neoplasm of thymus, heart, and mediastinum","PT","ICD9CM 2014","N/A"
"C7478","Malignant Esophageal Neoplasm","Related To","150.9","Malignant neoplasm of esophagus, unspecified","PT","ICD9CM 2014","N/A"
"C7478","Malignant Esophageal Neoplasm","Related To","150.8","Malignant neoplasm of other specified part of esophagus","PT","ICD9CM 2014","N/A"
"C7478","Malignant Esophageal Neoplasm","Has Synonym","150","Malignant neoplasm of esophagus","PT","ICD9CM 2014","N/A"
"C4627","Malignant Central Nervous System Neoplasm","Related To","192.0","Brain and Nervous System","PT","ICD9CM 2014","N/A"
"C3331","Pleural Effusion","Related To","511.9","Unspecified pleural effusion","PT","ICD9CM 2014","N/A"
"C3577","Metastatic Malignant Neoplasm in the Lung","Related To","197.0","Secondary malignant neoplasm of lung","PT","ICD9CM 2014","N/A"
"C3192","Lipoma","Related To","214.8","Lipoma of other specified sites","PT","ICD9CM 2014","N/A"
"C3549","Malignant Mediastinal Neoplasm","Broader Than","164.2","Malignant neoplasm of anterior mediastinum","PT","ICD9CM 2014","N/A"
"C3549","Malignant Mediastinal Neoplasm","Related To","164.9","Malignant neoplasm of mediastinum, part unspecified","PT","ICD9CM 2014","N/A"
"C27349","Histiocytic Sarcoma","Has Synonym","202.3","Malignant histiocytosis","PT","ICD9CM 2014","N/A"
"C2907","Brain Neoplasm","Broader Than","239.6","Neoplasm of unspecified nature of brain","PT","ICD9CM 2014","N/A"
"C3547","Malignant Pleural Neoplasm","Has Synonym","163","Malignant neoplasm of pleura","PT","ICD9CM 2014","N/A"
"C3547","Malignant Pleural Neoplasm","Broader Than","163.1","Malignant neoplasm of visceral pleura","PT","ICD9CM 2014","N/A"
"C3547","Malignant Pleural Neoplasm","Related To","163.8","Malignant neoplasm of other specified sites of pleura","PT","ICD9CM 2014","N/A"
"C3547","Malignant Pleural Neoplasm","Related To","163.9","Malignant neoplasm of pleura, unspecified","PT","ICD9CM 2014","N/A"
"C4968","Secondary Malignant Neoplasm","Broader Than","198.89","Secondary malignant neoplasm of other specified sites","PT","ICD9CM 2014","N/A"
"C4968","Secondary Malignant Neoplasm","Broader Than","197","Secondary malignant neoplasm of respiratory and digestive systems","PT","ICD9CM 2014","N/A"
"C3216","Malignant Retinal Neoplasm","Has Synonym","190.5","Malignant neoplasm of retina","PT","ICD9CM 2014","N/A"
"C4767","Malignant Eye Neoplasm","Has Synonym","190","Malignant neoplasm of eye","PT","ICD9CM 2014","N/A"
"C4767","Malignant Eye Neoplasm","Related To","190.0","Malignant neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid","PT","ICD9CM 2014","N/A"
"C4767","Malignant Eye Neoplasm","Related To","190.9","Malignant neoplasm of eye, part unspecified","PT","ICD9CM 2014","N/A"
"C82547","Abnormal Finding","Related To","793.19","Other nonspecific abnormal finding of lung field","PT","ICD9CM 2014","N/A"
